"sid","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"353",0.34,0.13,0.04,0.02,0.03,0.06,0.43,0.85,1.3,1.45,1.3,0.62,0.53,0.72,0.9,0.89,1.88,1.45,1.83,1.62,1.22,0.99,0.84,0.59
"354",0.21,0.18,0.08,0.02,0.02,0.26,1.5,2.18,4.55,2.67,1.08,0.93,1.02,1.09,1.15,0.75,1.1,1.05,1.27,1.23,0.73,0.63,0.41,0.27
"355",0.97,0.47,0.22,0.12,0.09,0.75,1.73,3.04,6.04,6.04,3.42,3.47,4.4,6.27,5.38,5.85,8.4,7.89,8.94,6.57,5.11,3.63,2.34,1.76
"356",0.24,0.18,0.08,0.05,0.09,0.21,1.89,4.88,15.21,16.73,7.29,5.4,4.47,3.88,3.96,3.5,3.61,3.44,3.2,2.5,1.48,1.31,0.84,0.44
"357",0.66,0.27,0.11,0.02,0.05,0.37,0.63,2.36,4.95,7.56,4.37,4.54,5.4,5.21,5.62,5.26,6.54,9.05,9.61,6.95,3.63,2.63,2.37,1.09
"358",1.27,0.73,0.71,0.28,0.1,0.73,8.3,18.52,27.65,13.61,7.08,5.97,7.62,7.77,8.56,10.31,11.18,18.47,20.44,14.77,9.81,7.19,4.95,3.29
"359",0.2,0.11,0.07,0.04,0.01,1.53,8.43,22.53,30.57,10.7,5.44,6.22,7.8,7.6,7.57,11.86,21.38,31.95,14.69,5.89,2.5,1.11,0.85,0.48
"360",0.52,0.15,0.09,0.03,0.14,0.31,3.53,2.69,5.79,4.73,2.15,2.58,4.25,3.99,4.14,3.98,7.79,14.77,5.76,3.02,2.48,2.15,1.47,0.63
"361",0.96,0.78,0.31,0.16,0.43,0.27,2.33,4.67,13.22,10.6,6.35,4.99,5.28,5.18,5.72,5.82,5.81,8.66,9.9,8.61,5.65,4.61,3.02,2.08
"362",0.44,0.15,0.08,0.05,0.02,0.21,1.24,4.76,9.04,9.47,4.41,4.49,5.94,6.31,5.6,5.74,6.92,13.37,10.15,4,2.4,1.66,1.08,0.63
"363",0.37,0.16,0.03,0.05,0.06,1.99,5.27,11.95,19.16,9.34,5.69,4.44,4.34,4.9,4.6,5.1,5.88,9.82,11.02,9.46,5.82,3.63,1.89,1.41
"364",0.32,0.14,0.1,0.08,0.04,0.13,0.56,1.15,2.83,2.9,1.01,0.79,0.73,0.75,0.54,0.64,1.02,0.99,1.56,1.4,1.11,1,0.76,0.4
"365",0.17,0.08,0.2,0.03,NA,0.08,0.42,1.28,3.74,3.15,1.28,0.92,0.92,0.79,0.81,0.57,0.63,0.99,1.19,1.22,1.01,0.71,0.67,0.51
"366",0.34,0.15,0.07,0.07,0.05,0.63,3.1,5.42,9.87,5.06,1.79,1.58,1.53,1.81,1.82,1.6,1.69,2.11,2.71,2.27,1.5,1.62,1.27,0.56
"367",0.66,0.47,0.11,0.05,0.18,0.08,0.78,2.21,3.79,4.08,2.95,3.65,5.38,5.35,6.08,4.98,11.24,12.89,6.4,2.6,1.72,0.95,0.83,0.6
"368",4.11,1.93,0.89,0.55,0.34,1.47,5.9,10.13,18.42,20.33,9.82,8.95,10.05,10.18,11.35,11.64,11.56,15.72,19.47,17.64,13.44,11.09,10.3,7.78
"369",1.55,1.15,0.51,0.28,0.21,1.05,1.47,3.73,8.82,6.77,3.85,3.32,3.71,3.56,4.12,4.27,4.33,5.86,6.73,6.24,4.88,4.15,4.08,3.15
"372",0.19,0.06,0.04,NA,0.02,0.04,0.18,0.35,0.66,1.75,0.69,0.77,0.59,0.58,0.6,0.58,0.53,0.49,0.46,0.53,0.31,0.24,0.29,0.17
"373",0.15,0.04,0.02,NA,0.02,0.02,0.27,1.44,1.93,1.89,0.62,0.75,0.62,0.56,0.91,0.5,0.69,0.55,0.72,0.87,0.53,0.43,0.27,0.2
"375",1.35,0.56,0.29,0.2,0.13,0.11,1.13,4.43,8.67,11.79,7.37,7.16,8.12,9.68,9.61,9.53,11.09,15.95,19.97,16.5,11.2,7.21,4.29,2.63
"376",0.44,0.16,0.05,0.01,0.64,1.2,2.05,1.79,4.39,4.04,3.01,2.69,4.19,3.57,3.44,3.72,5.07,10.03,9.08,4.91,3,2.04,1.15,0.8
"377",0.82,0.34,0.21,0.06,0.01,0.24,0.57,1.63,2.4,3.15,2.93,3.68,4.97,4.79,4.29,4.24,5.52,13.95,19.94,7.82,3.64,2.07,1.28,1.04
"379",1.24,0.68,0.35,0.16,0.76,3.9,8.28,13.19,19.59,20.11,7.29,5.81,6.21,6.89,7.44,8.33,11.55,24.6,31.35,19.92,10.67,7.68,5.58,3.34
"380",3.78,2.24,1.3,0.89,0.42,0.8,4.7,6.92,13.84,8.1,3.88,4.83,6.19,7.79,7.6,7.94,8.32,10.92,11.92,10.72,9.05,7.73,7.4,7.05
"382",2.34,1.05,0.58,0.27,0.21,0.42,1.3,3.78,11.42,11.6,7.1,7.56,9.9,11.3,11.63,11.76,13.01,17.88,23.78,20.77,16.5,12.29,8.28,4.86
"383",1.58,0.66,0.33,0.08,0.19,1.33,2.36,7.18,11.47,10.01,4.56,4.4,4.47,5.26,5.49,6.51,5.98,7.2,8.5,8.41,7.43,5.39,4.8,3.81
"384",0.37,0.18,0.02,0.04,0.01,0.03,0.37,1.7,3.89,3.12,1.37,1,0.8,0.95,0.7,0.63,0.73,1.18,1.31,1.31,1.08,0.91,1.12,0.89
"385",0.56,0.18,0.15,0.05,0.23,1.35,3.11,5.62,8.08,6.05,3.34,2.59,2.99,3.21,3.42,3.48,4.62,6.95,9.93,7.26,4.35,2.84,2.18,0.95
"386",0.56,0.32,0.12,0.05,0.04,0.05,0.24,1.32,3.18,3.54,3.22,4.34,6.77,5.4,4.87,6.11,9.93,10.4,7.78,4.67,2.89,1.88,1.16,0.76
"387",1.67,0.58,0.34,0.21,0.1,0.19,2.89,6.17,10.54,10.06,8.25,10.76,12.63,11.44,13.43,14.15,16.92,22.82,19.48,11.4,6.83,4.65,3.4,2.55
"388",0.5,0.23,0.13,0.15,0.1,0.31,0.72,4.82,13.77,11.44,4.41,4.6,6.24,6.25,6.82,8.15,11.9,21.47,15.6,8.44,4.19,2.3,1.99,1.37
"389",0.5,0.2,0.11,0.11,0.02,0.12,0.67,2.25,3.24,4.11,1.92,1.4,1.63,1.56,1.63,1.56,1.54,1.81,1.79,2.26,1.81,1.55,1.44,1.26
"390",0.16,0.06,0.05,0.02,0.02,0.01,0.03,0.86,2.05,1.09,0.73,1.1,1.31,1.47,1.04,1.81,2.84,7.1,4.46,1.92,1.11,0.93,0.48,0.25
"391",0.51,0.28,0.1,0.05,0.03,1.29,1.65,2.66,5.02,5.11,2.4,1.82,2.34,2.31,2.57,2.34,2.62,3.97,5.1,4.58,3.28,2.73,1.79,0.92
"392",0.39,0.26,0.11,0.08,0.04,0.02,0.38,0.51,1.86,1.93,1.23,2.09,3.29,2.87,2.85,3.35,5.71,6.93,5.73,4.08,3.08,1.45,0.92,0.73
"393",0.48,0.18,0.07,0.03,0.02,0.28,1.6,7.63,16.21,4.17,1.37,1.33,1.83,1.92,2.21,2.6,2.6,3.25,3.79,3.01,1.98,1.74,1.13,0.76
"394",0.69,0.35,0.14,0.11,0.15,1.36,3.02,9.48,12.64,2.75,2.15,2.15,3.02,2.7,3.26,3.92,3.82,5.24,5.55,4.21,3.21,2.15,1.77,1.11
"395",0.21,0.12,0.04,0.02,0.07,0.16,0.49,1.76,3.8,2.68,1.21,0.74,0.69,0.88,0.89,0.82,1.06,1.53,1.78,1.66,1.03,0.93,0.57,0.34
"396",0.19,0.08,0.1,0.02,0.02,0.01,0.85,1.4,4.02,2.98,1.46,0.82,0.82,0.77,0.82,0.63,0.69,1.25,1.27,0.89,0.73,0.71,0.76,0.47
"397",0.34,0.09,0.06,0.07,0.04,0.07,0.64,1.43,3.95,2.4,1.01,0.91,0.64,0.78,0.5,0.63,0.72,0.89,0.91,0.86,0.92,0.71,0.56,0.48
"398",0.38,0.06,0.03,0.01,NA,0.05,0.17,0.44,1.89,1.99,1.29,1.54,1.75,1.82,2.02,1.92,1.75,1.5,1.32,1.55,2.21,2.26,1.7,0.98
"399",0.17,0.11,0.08,0.08,0.03,0.25,0.19,0.76,3.01,2.53,1.55,1.28,1.11,1.18,0.75,1.02,1.11,1.21,1.47,1.54,1.06,0.85,0.56,0.36
"400",0.15,0.11,0.06,0.01,0.05,0.19,0.5,2.34,6.69,3.8,0.98,1.15,1.13,1.2,1.4,1.52,1.34,1.2,1.31,1.5,1.39,0.51,0.29,0.23
"401",2,1.06,0.56,0.49,0.23,0.34,3.16,8.04,17.46,8.61,4.76,5.76,5.27,6,6.51,6.82,6.58,8.19,9.34,10.16,7.24,6.05,4.85,3.66
"402",1.01,0.43,0.21,0.15,0.05,0.24,2.44,9.31,15.95,12.88,10.56,11.5,14.92,16.15,17.91,18.01,21.98,35.73,26.72,15.35,8.7,5.15,3.23,1.98
"403",2.15,0.85,0.53,0.42,0.25,0.71,1.92,4.97,13.15,10.93,5.08,3.48,4,4.49,4.85,5.19,4.93,5.93,7.14,6.53,5.14,4.66,4.03,3.33
"404",1.21,0.56,0.31,0.21,0.04,0.08,0.2,0.86,1.5,2.08,1.82,1.95,2.4,2.49,3.18,3.44,4.02,5.71,6.78,5.35,3.56,2.66,2.02,1.57
"405",1.88,1.26,0.53,0.44,0.42,0.73,4.15,7.15,12.65,12.16,7.24,7.34,9.24,10.45,10.53,10.79,12.36,13.41,14.83,11.98,9.02,6.51,4.76,3.52
"406",0.17,0.07,0.02,0.01,NA,0.18,1.15,3.48,7.11,3.18,1.38,1.26,1.27,1.42,1.65,1.69,1.73,1.69,2.66,2.14,1.7,1.17,0.82,0.37
"407",0.1,0.02,NA,0.01,0.01,0.05,0.11,0.43,0.59,0.67,0.24,0.34,0.47,0.44,0.32,0.47,0.85,0.39,0.6,0.42,0.48,0.44,0.28,0.15
"408",0.26,0.13,0.07,0.04,0.05,0.23,0.9,2.53,7.62,4.75,2.15,1.26,1.27,1.44,1.79,1.75,1.75,2.33,1.98,2.44,2.36,1.98,1.78,0.71
"409",0.12,0.05,0.01,0.02,0.01,0.02,0.18,0.33,1.82,1.85,0.65,0.84,0.87,0.8,0.65,0.47,0.42,0.55,0.8,0.8,0.54,0.35,0.31,0.25
"410",1.24,0.66,0.47,0.21,0.65,0.68,3.89,8.69,19.1,5.93,4.66,4.62,5.39,5.2,5.95,5.66,6.19,7.52,10.19,8.7,5.84,4.02,4.32,2.2
"411",0.19,0.14,0.05,0.78,0.43,0.18,1.08,3.85,8.37,4.98,1.69,1.4,1.4,1.76,1.78,2.22,2.59,2.52,2.18,3.35,3.22,1.82,0.82,0.33
"412",1.04,0.44,0.22,0.2,0.08,0.34,1.24,2.47,3.87,6.6,4.08,4.13,3.93,3.72,4.4,4.67,5.24,7.37,8.97,6.51,4.56,3.5,2.69,1.88
"414",0.23,0.09,0.07,0.01,0.01,0.02,0.09,0.31,1.13,1.15,0.83,1.3,1.59,1.58,1.69,2.16,2.2,4.95,6.11,3.49,1.75,1.11,1.02,0.66
"415",0.58,0.25,0.06,0.05,0.05,0.29,0.9,2.11,6.45,3.67,1.83,1.85,2.5,3.12,2.6,3.69,5.39,15.26,14.55,8.16,4.96,3.53,1.72,1.21
"416",0.22,0.1,0.06,0.02,0.06,0.21,0.98,3.29,3.76,2.06,1.27,1.15,0.85,0.65,0.86,0.6,0.92,1.36,1.76,2.23,1.49,1.02,0.71,0.44
"417",0.77,0.3,0.13,0.1,0.42,0.41,4.49,12.95,31.92,23.66,8.85,5.31,6.86,6.28,6.99,8.95,12.4,29.53,25.81,13.19,7.29,4.17,2.95,1.77
"418",0.17,0.08,0.02,NA,NA,0.37,0.59,1.37,2.89,1.47,0.74,0.65,0.79,0.56,0.92,0.79,0.97,1.5,2.55,2.07,1.15,0.69,0.4,0.27
"419",0.05,0.01,NA,NA,0.01,NA,1.08,2.19,3.65,2.75,1.19,0.82,0.44,0.58,0.69,0.52,0.5,0.63,0.81,0.45,0.22,0.18,0.2,0.07
"420",0.16,0.05,0.03,0.02,0.01,0.1,0.98,1.37,4.53,3.14,0.68,0.53,0.55,0.58,0.55,0.53,0.58,0.89,1.04,0.82,0.85,0.48,0.5,0.31
"421",0.02,0.02,NA,NA,NA,0.27,1.04,2.34,3.53,1.53,0.92,0.57,0.68,0.53,0.73,0.37,0.53,0.41,0.73,0.6,0.31,0.27,0.17,0.08
"422",0.52,0.22,0.09,0.07,0.05,1.34,5.7,9.5,8.27,3.79,2.04,2.51,2.47,2.35,2.74,3.5,3.8,5.44,5.87,5.9,4.24,3.15,1.95,0.97
"423",0.79,0.38,0.24,0.08,0.12,0.34,1.15,2.79,4.13,3.31,2.56,2.4,3.09,3.38,3.63,3.52,4.38,7.02,8.07,5.82,4.72,3.47,2.53,2.01
"426",1.42,0.48,0.26,0.08,0.15,0.69,5.97,11.19,19.32,12.98,8.66,9.5,11.84,12.4,14.23,16.08,17.69,33.53,37.68,24.12,15.52,9.39,5.65,3.18
"427",0.28,0.13,0.1,0.05,0.03,0.17,0.74,3.48,4.41,1.98,1.72,2.69,3.78,3.52,4.37,6.09,7.06,17.18,13.38,6.01,2.47,1.04,0.71,0.36
"428",1.83,0.89,0.52,0.25,0.21,1.08,4.66,10.14,16.56,4.63,2.93,3.09,3.96,4.36,4.71,6.64,6.52,8.62,10.38,8.66,6.98,5.22,4.69,3.71
"430",0.84,0.22,0.08,0.09,0.03,0.08,0.33,2.27,3.77,4.5,3.43,2.67,2.89,2.85,2.92,2.85,3.24,6.82,10.31,7.17,4.05,2.57,1.73,0.91
"431",0.02,0.03,NA,0.01,NA,0.01,0.06,0.31,0.65,0.81,0.36,0.45,0.47,0.51,0.42,0.29,0.39,0.68,0.53,0.6,0.46,0.31,0.18,0.14
"432",2.02,1.12,0.55,0.31,0.13,1.56,4.77,11.73,39.37,22.35,14.54,9.25,7.63,6.72,5.88,6.18,5.66,7.02,8.26,7.12,5.47,4.49,4.15,3.63
"433",1.1,0.54,0.37,0.21,0.16,0.95,4.21,12.73,18.37,4.88,3.56,4.49,5.52,4.82,5.27,5.87,6.07,8.06,9.59,7.64,5.39,3.76,3.5,2.52
"434",1.17,0.7,0.54,0.53,0.33,0.35,1.44,4.31,10.33,13.4,6.71,5.44,5.43,3.97,5.47,5.95,5.57,12.65,14.18,9.5,6.11,4.08,3.74,2.92
"435",1.27,0.7,0.36,0.16,0.13,0.7,4.39,9.61,19.63,21.58,13.22,14.08,18.08,18.29,18.94,18.76,22.26,37.05,41.07,23.42,15.12,9.66,4.56,2.75
"436",0.13,0.03,0.01,NA,0.02,0.1,0.16,0.47,1.84,1.22,0.44,0.5,0.5,0.49,0.51,0.49,0.31,0.31,0.58,0.52,0.56,0.37,0.24,0.24
"437",0.4,0.22,0.22,0.12,0.09,0.07,0.15,0.69,2.05,1.83,1.1,1,1.07,1.02,0.88,1.25,1.24,1.94,2.65,2.24,1.62,1.48,1.18,0.5
"438",1.63,0.98,0.45,0.24,0.5,2.67,3.79,9.26,10.09,3.7,3.34,3.57,4.85,5.27,5.73,6.2,6.08,6.56,7.89,7.07,5.53,4.73,5.16,3.48
"439",1.95,1.27,0.68,0.38,0.5,0.9,2.84,8.25,17.5,10.92,4.82,3.68,4.76,4.84,4.99,5.92,5.41,7.51,8.27,7.22,5.86,5.66,4.62,3.52
"440",0.44,0.34,0.09,0.06,0.02,0.14,1.16,3.79,8.49,6.76,4.02,4.28,6.47,6.66,6.76,7.95,13.11,13.79,7.86,4.69,2.89,1.76,1.53,0.98
"441",0.76,0.36,0.12,0.1,0.12,0.47,2.2,2.89,6.25,6.6,2.82,2.98,3.18,3.38,3.02,2.99,3.99,8.08,12.6,8.12,4.95,3.97,2.73,1.86
"442",0.98,0.45,0.43,0.18,0.08,0.61,2.73,5.72,18.22,19.9,11.68,9.8,11.44,11.88,11.11,11.39,13.05,20.78,23.7,11.44,6.68,4.04,2.5,1.63
"443",0.08,0.05,0.02,NA,0.01,0.05,0.19,0.35,1.42,0.95,0.76,0.43,0.52,0.49,0.44,0.58,0.51,0.56,0.41,0.44,0.3,0.19,0.27,0.14
"444",0.84,0.44,0.25,0.1,0.05,0.31,2.12,5.47,9.74,7.75,7.6,9.32,13.88,15.23,17.93,16.69,19.77,39.96,24.08,13.5,8.05,4.56,3.23,1.69
"445",1.14,0.66,0.4,0.11,0.16,0.88,5.63,13.36,32.67,9.09,5.84,5.93,7.34,7.08,6.96,8.44,7.94,9.4,9.87,8.12,5.4,3.87,2.92,2.48
"446",1.25,0.55,0.45,0.15,0.12,1.67,4.47,5.34,12.03,13.6,9.08,9.12,10.35,10.43,10.68,10.51,11.52,17.98,27.61,18.61,12.5,8.77,6.6,3.12
"447",1.44,0.45,0.26,0.24,0.21,1.19,3.41,7.1,10.3,10.91,6.4,5.85,6.02,6.11,6.68,6.6,7.55,13.74,15.19,10.06,6.26,5.36,4.61,2.74
"448",0.58,0.32,0.14,0.07,0.31,1.34,6.44,13.64,13.91,10.17,3.44,3.24,3.5,3.86,3.62,4.21,4.95,10.5,15.49,10.11,5.91,3.18,2.24,1.56
"449",1.6,1.11,0.53,0.31,0.25,0.89,1.9,3,3.12,5.18,4.78,4.27,4.79,5,5.24,4.86,5.98,8.02,10.22,7.21,5.34,4.25,3.28,2.93
"450",1.5,0.53,0.32,0.14,0.31,0.79,3.73,10.03,15.67,11.82,5.68,3.31,4.03,4.67,4.61,5.1,7.17,11.78,12.19,9.66,7.06,5.38,4.76,2.5
"453",1.43,0.71,0.28,0.17,0.58,2.14,6.72,10.27,19.44,8.6,5.7,5.53,6.56,7.73,7.11,7.49,7.01,8.56,12.29,9.87,7.41,6.99,5.34,3.21
"454",0.76,0.14,0.12,0.05,0.13,1.39,3.69,3.53,5.31,4.1,2.35,2.02,2.14,2.11,2.29,2.18,2.74,4.6,6.69,6.88,3.89,2.98,2.11,1.16
"455",0.47,0.11,0.2,0.08,0.28,0.37,0.61,4,8.28,4.65,3.11,3.11,5.55,5.23,4.75,5.92,8.73,20.26,10.44,5.85,2.73,1.73,1.36,1.53
"456",0.19,0.08,0.04,0.05,0.04,0.08,1.08,0.98,2.34,3,2.98,4.27,6.41,6.86,8.11,8.56,14.53,11.66,4.44,1.95,1.37,0.96,0.57,0.3
"457",0.9,0.5,0.22,0.08,0.15,0.82,2.41,6.58,13.83,12.96,7.9,8.46,9.53,9.58,9.99,11.2,12.92,18.89,15.15,9.5,5.76,4.49,3.5,1.67
"458",0.92,0.37,0.23,0.19,0.08,1.08,1.97,7.02,16.64,12.17,8.34,7.21,10.95,9.98,10.82,12.05,15.18,18,15.39,10.52,6.88,3.86,3.08,2.06
"459",1.3,0.4,0.08,0.23,0.11,0.08,1.31,6.46,13.99,12.44,7.19,7.76,9.14,11.21,9.87,11.04,16.11,24.34,29.01,24.34,20.64,13.08,7.15,3.61
"460",0.4,0.29,0.1,0.06,NA,0.06,1.38,2.47,6.19,5.19,1.82,1.55,0.89,1.3,1.34,1.27,1.35,1.42,2.74,2.93,1.73,1.24,1.1,0.78
"461",1.01,0.44,0.18,0.11,0.11,1.03,6.35,10.95,25.47,10.48,4.89,4.49,5.31,5.23,6.92,7.13,8.76,12.31,13.75,12.77,8.05,5.5,3.63,2.23
"462",1.09,0.45,0.37,0.18,0.34,0.9,3.69,10.69,19.35,13.75,11.16,8.29,8.74,9.22,9.12,9.79,9.87,12.93,19.88,13.22,8.26,6.5,4.92,3.89
"463",2.08,1.11,0.82,0.32,0.12,0.14,0.69,1.6,5.31,6.33,5.1,6.18,8.5,10.22,10.78,11.56,16.05,23.66,17.68,12.56,8.67,4.71,3.61,2.67
"464",0.13,0.04,0.01,0.02,0.01,0.05,0.16,0.58,1.11,1.07,0.44,0.45,0.78,0.68,0.92,0.76,1.5,3.29,3.86,1.79,0.88,0.48,0.45,0.27
"465",0.95,0.67,0.18,0.11,0.13,0.73,2.93,10.88,22.11,20.53,8.02,6.47,8.21,8.83,7.4,6.99,9.4,13.53,11.72,6.37,3.46,2.95,2.32,1.27
"466",1.02,0.37,0.12,0.1,0.11,1.28,2.9,3.98,11.62,13.65,6.76,7.95,8.43,8.9,8.69,8.8,10.96,22.85,20.83,11.24,7.22,4.29,2.82,1.83
"467",0.63,0.21,0.09,0.07,0.05,1,1.18,3.27,7.33,4.34,1.55,1.29,1.34,1.4,1.42,1.56,1.53,1.9,3.31,3.01,2.08,1.76,1.66,1.38
"468",1.05,0.4,0.27,0.15,0.22,0.82,3.34,8.27,19.04,16.75,7.88,8.56,9.44,8.45,9.31,8.35,10.53,14.93,9.75,6.26,4.23,3.15,2.18,1.5
"469",0.52,0.37,0.2,0.13,0.04,0.19,1.26,4.63,8.95,7.31,4.9,5.14,5.61,4.75,5.86,5.56,8.88,17.34,7.05,3.11,2.4,1.61,1.37,1.05
"470",1.85,0.9,0.37,0.21,0.27,0.95,6.2,7.69,16.7,7.55,3.7,4.05,4.73,5.18,5.68,5.91,6.04,7.83,10.57,9.42,7.01,5.18,3.9,2.63
"471",0.87,0.28,0.15,0.05,0.08,0.21,0.98,2.24,4.37,2.5,1.61,0.83,0.95,1.22,1.24,1.43,1.34,1.78,2.27,2.4,1.78,1.84,1.82,1.73
"472",0.77,0.29,0.15,0.06,0.31,0.38,5.28,11.31,23.08,18.71,8.82,8.9,11.4,11.53,11.18,12.6,16.84,22.73,15.82,9.18,5.45,3.79,2.95,1.92
"473",0.7,0.4,0.31,0.78,0.28,0.11,0.83,3.31,7.36,7.56,4.24,3.97,3.34,3.37,3.66,4.47,3.92,4.58,5.59,4.22,3.25,2.55,2.85,2.02
"474",1.19,0.5,0.29,0.07,0.11,0.56,2.44,4.98,9.27,9.03,6.69,7.6,10.13,9.85,10.79,11.47,16.87,26.44,15.14,8.42,4.6,2.95,2.42,1.47
"475",1.16,0.67,0.18,0.08,0.1,0.56,2.22,6.9,12.31,14.18,5.89,5.34,4.93,4.69,5.06,7.15,12.08,12.15,13.05,9.95,7.2,5.93,4.42,2.81
"476",1.57,0.78,0.21,0.08,0.59,1.45,4.54,6.65,8.17,5.94,4.01,3.69,4.48,4.92,4.49,5.44,6.95,12.87,15.13,13.75,8.97,6.79,5.32,3.15
"477",2.4,1.37,0.6,0.2,0.27,15.76,26.95,9.56,13.84,16.66,10.17,6.43,5.87,7.25,7.94,10.47,12.37,28.91,34.23,20.36,12.06,8.6,8.39,4.62
"478",1.37,0.75,0.16,0.21,0.67,0.91,5.54,13.63,15.34,4.89,3.28,3.59,3.8,4.76,5.08,6.05,5.66,8.89,11.92,10.71,5.25,3.2,2.53,2.11
"479",2.7,1.02,0.37,0.29,0.24,0.95,5.41,10.06,10.21,6.62,4.76,4.47,5.97,6.79,7.27,7.08,8.5,14.62,16.53,11.74,8.66,7.61,7.83,5.92
"480",0.94,0.27,0.11,0.15,0.25,0.49,3.98,12.75,14.69,3.44,2.12,2.12,3.17,3.33,3.47,5.95,6.44,8.1,9.75,7.14,3.57,2.46,1.86,0.99
"481",0.31,0.2,0.11,0.05,0.04,0.28,0.97,2.32,4.12,2.46,1.76,1.34,1.43,1.39,1.26,1.26,1.27,1.4,1.81,1.94,1.58,1.57,1.15,0.85
"482",1.37,0.59,0.29,0.18,0.11,0.48,4.43,9.75,16.27,12.09,7.69,5.73,5.54,5.94,6.46,6.88,7.84,9.22,13.4,11.58,7.92,5.53,4.6,2.95
"483",2.66,1.17,0.48,0.24,0.77,1.28,3.4,8.04,13.46,10.62,5.4,6.02,7.16,8.48,8.55,8.38,8.72,10.58,15.01,12.46,9.87,7.85,6.24,4.81
"484",0.15,0.18,0.1,0.04,0.04,0.08,1.69,6.78,12.16,7.78,5.62,6.89,8.78,10.48,9.56,11.25,22.01,19.61,10.76,4.96,2.51,1.26,0.59,0.4
"485",0.57,0.35,0.13,0.08,0.08,0.73,2.83,5.5,9.92,8.46,5.53,6.47,7.97,8.52,8.93,8.06,10.44,14.08,10.84,6.68,3.56,2.3,1.55,1.15
"486",1.1,0.5,0.15,0.03,0.09,0.32,3.18,5.15,14.24,17.98,10.72,8.14,9.31,10.89,9.56,8.22,10.53,18.59,20.37,9.63,5.06,3.67,2.35,1.86
"487",0.47,0.37,0.15,0.15,1.01,2.24,10.38,18.08,21.19,4.49,2.69,2.99,3.87,4.21,4.05,5.89,5.7,8.87,7.4,5.95,4.11,2.87,1.67,1.1
"488",1.21,0.65,0.34,0.1,0.11,3.63,17.69,8.65,7.37,10.48,7.28,5.68,5.54,6.05,7.85,8.66,8.98,17.82,18.59,13.5,7.24,5.01,4.49,2.13
"489",1.32,0.84,0.71,0.27,0.21,1.73,3.76,10.05,12.63,11.69,7.52,6.32,6.23,6.15,6.95,7.63,6.54,14.66,23.19,11.24,7.18,4.11,3.4,2.02
"490",2.08,0.94,0.56,0.18,0.71,3.52,22.05,13.28,18.55,15.06,7.36,5.97,7.67,7.13,8.66,10.02,11.98,23.67,29.01,16.79,9.56,8.94,8.14,4.89
"491",1.05,0.58,0.27,0.14,0.17,1.07,2.25,4.05,5.26,6.15,5.21,6.15,9.69,8.66,9.47,11.42,21.88,24.52,9.6,6.55,3.7,2.63,2.18,1.98
"492",1.64,0.92,0.56,0.29,0.9,3.81,9.67,7.76,12.05,9.85,4.56,4.72,5.24,6.37,7.69,6.85,9.89,21.57,24.02,14.47,8.61,6.24,5.49,3.72
"493",0.51,0.18,0.15,0.06,0.1,0.1,2.24,3.75,4.71,3.8,3.95,5.16,8.2,9.29,8.34,10.43,12.53,13.02,7.23,3.93,2.03,1.4,1.12,0.63
"494",2.68,0.61,0.31,0.13,0.16,0.74,6.4,9.64,17.39,12.52,7.26,6.58,7.89,7.61,8.1,8.34,8.5,13.72,18.81,13.81,10.17,8.13,6.48,3.28
"495",0.66,0.35,0.24,0.11,0.5,1.01,5.34,15.31,7.63,4.37,2.82,3,3.46,4.1,4.48,4.72,5.9,9.91,11.69,8.11,4.89,3.23,2.61,1.76
"496",0.76,0.26,0.21,0.05,0.06,0.45,1.95,4,7.56,7.73,5.49,7.02,8.18,10.39,10.69,10.85,13.26,24.82,28.38,15.95,8.21,4.25,2.78,1.76
"497",1.57,1.29,0.38,0.21,0.21,0.47,3.01,7.1,12.69,16.21,12.8,12.76,14.73,18.32,18.9,18.31,23.21,38.45,42.27,26.68,15.34,9.31,6.27,3.86
"498",1.42,1.02,0.36,0.35,0.27,0.37,2.09,4.37,12.02,9.05,5.81,4.76,6.27,6.41,6.36,6.69,9.43,23.5,25.92,15.17,8.02,4.73,3.47,2.74
"499",1.22,0.61,0.26,0.49,0.44,0.9,5.14,6.53,11.5,10.59,7.4,9.47,11.13,11.56,12.22,13.5,14.74,22.02,20.88,15.14,10.27,7.34,5.34,2.79
"500",0.63,0.27,0.18,0.15,0.06,0.12,2.29,7.53,13.31,8.46,4.52,4.79,5.73,5.93,6.41,7.66,12.53,24.44,7.63,3.7,3.03,2.07,1.77,0.98
"501",0.22,0.15,0.05,0.04,0.05,0.21,7.27,22.08,17.99,8.47,3.14,2.76,3.11,3.55,3.67,4.49,6.25,10.34,12.29,7.24,3.87,1.88,1.01,0.77
"502",0.16,0.13,0.07,0.03,0.11,0.79,3.9,10.07,12.31,4.85,2.63,2.86,2.92,2.85,3.56,3.87,4.2,5.55,5.1,3.89,2.56,1.79,0.98,0.56
"503",1.6,0.79,0.36,0.11,0.09,0.98,1.79,4.96,13.5,13.73,7.05,6.34,7.71,7.63,7.46,9.18,11.94,20.25,20.02,11.11,6.45,4.35,3.58,2.23
"504",2.38,1.18,0.59,0.31,0.31,1.88,6.34,15.69,22.83,9.73,4.78,6.1,7.79,7.64,7.61,9.47,9.63,14.71,12.63,10.95,8.54,7.26,5.86,4.93
