"sid","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"507",0.16,0.18,0.27,0.27,0.16,0.2,0.1,0.16,0.18,0.21,0.09,0.17,0.18,0.16,0.14,0.06,0.14,0.13,0.22,0.21,0.13,0.17,0.15,0.08
"508",0.05,0.11,0.1,0.06,0.02,NA,0.03,0.06,0.15,0.21,0.11,0.15,0.08,0.1,0.1,0.1,0.11,0.13,0.18,0.08,0.05,0.03,0.07,0.02
"509",0.37,0.58,0.45,0.28,0.1,0.07,0.08,0.27,0.22,0.05,0.43,0.32,0.3,0.27,0.17,0.21,0.05,0.11,0.14,0.27,0.38,0.31,0.15,0.09
"510",0.02,0.06,0.03,0.06,0.1,0.19,0.42,0.08,0.05,0.04,0.06,0.08,0.57,0.71,0.45,0.35,1.09,1.09,0.74,0.53,0.21,0.05,NA,0.02
"511",2.89,10.83,18.95,9.63,2.75,0.7,0.4,0.24,0.5,1.48,3.37,2.56,1.47,1.04,1.2,0.53,0.29,0.12,0.26,0.98,1.75,1.49,0.76,0.66
"512",0.03,0.05,0.04,0.06,0.03,0.02,0.01,0.02,0.01,0.01,0.02,0.05,0.05,0.05,0.01,0.03,0.03,0.02,0.03,0.03,0.01,0.02,0.02,0.02
"513",0.03,0.04,0.04,0.05,0.01,0.01,0.02,0.04,0.03,0.02,0.04,0.02,0.02,0.02,0.04,0.04,0.03,0.03,0.04,0.05,0.02,0.02,NA,0.01
"514",0.21,0.32,0.24,0.14,0.1,0.05,0.06,0.02,0.04,0.06,0.18,0.36,0.37,0.2,0.14,0.08,0.08,0.14,0.05,0.09,0.11,0.12,0.08,0.05
"515",0.09,0.02,0.06,0.03,0.03,0.02,0.02,NA,0.22,0.88,0.92,0.4,0.11,0.08,0.08,0.01,0.02,0.06,0.05,0.09,0.06,0.04,0.03,0.03
"516",0.15,0.2,0.24,0.11,0.13,0.15,0.29,0.19,0.24,0.24,0.17,0.24,0.37,0.64,0.35,0.22,0.17,0.16,0.12,0.21,0.15,0.14,0.05,0.09
"517",1.44,2.21,1.35,0.92,0.66,1.4,1.95,0.98,0.52,0.42,0.34,0.55,2.27,4.56,2.61,2.09,4.27,5.56,3.44,2.31,1.73,0.98,0.36,0.6
"518",0.02,0.05,0.02,0.05,0.02,0.02,0.01,0.02,0.03,0.03,0.07,0.03,0.07,0.18,0.11,0.05,0.08,0.07,0.27,0.14,0.01,0.02,0.05,0.01
"519",1.14,1.16,0.51,0.34,0.27,0.24,1.51,8.03,8.94,5.67,0.88,0.73,1.38,2.49,1.15,1.16,3.34,5.33,8.21,3.28,2.53,1.08,0.36,0.41
"520",0.07,0.08,0.07,0.11,0.13,0.47,0.65,0.21,0.1,0.03,0.1,0.1,0.53,1.05,0.72,2.1,12.37,9.85,7.31,6.66,2.1,0.4,0.1,0.05
"521",7.56,9.62,7.36,3.09,1,0.23,0.32,1.64,3.87,2.71,2.44,2.05,2.62,2.79,1.79,0.87,0.4,0.3,0.44,1.9,3.14,2.04,1.82,2.63
"522",0.02,0.02,0.02,0.02,0.03,0.01,0.02,0.06,0.04,0.02,0.02,0.05,0.07,0.05,0.05,0.04,0.45,0.62,0.03,0.13,NA,0.04,0.05,0.04
"523",0.11,0.05,0.11,0.11,0.05,0.02,0.02,0.02,0.05,0.05,0.08,0.05,0.09,0.12,0.11,0.16,0.11,0.08,0.13,0.08,0.17,0.07,0.05,0.03
"524",0.05,0.02,0.05,0.05,0.06,0.03,0.03,0.02,0.03,0.06,0.01,0.05,0.12,0.3,0.11,0.18,0.92,1.02,0.58,0.56,0.24,0.03,0.03,0.04
"525",0.01,0.01,0.05,0.03,0.07,0.05,0.03,0.08,0.05,0.01,0.02,0.01,0.01,0.1,0.07,0.04,0.08,0.02,0.06,0.05,0.04,0.01,0.03,0.02
"526",0.03,0.04,0.03,0.04,0.02,0.03,NA,0.01,0.02,0.02,0.03,0.06,0.05,0.07,0.06,0.07,0.02,0.04,0.12,0.14,0.07,0.06,0.02,NA
"527",0.23,0.24,0.11,0.05,0.07,0.11,0.08,0.11,0.14,0.02,0.15,0.26,0.33,0.39,0.28,0.53,2.24,3.15,1.62,0.33,0.11,0.1,0.09,0.09
"528",0.01,0.05,0.08,0.05,NA,0.01,0.03,0.02,0.02,0.02,0.06,0.04,0.02,0.07,0.03,0.02,0.06,0.07,0.03,0.13,0.06,0.04,0.05,0.04
"529",6.93,11.26,10.21,4.4,1,0.21,0.12,1.43,8.02,5.55,3.11,1.37,1.02,0.95,0.73,0.37,0.18,0.09,0.29,2.03,2.95,1.71,1.21,1.73
"530",0.03,0.08,0.12,0.08,0.04,0.02,0.02,0.02,0.02,0.05,0.14,0.37,0.26,0.14,0.07,0.03,0.08,0.03,0.02,0.07,0.03,0.05,0.02,0.03
"531",0.11,0.22,0.23,0.26,0.16,0.11,0.18,0.09,0.16,0.06,0.1,0.18,0.27,0.38,0.15,0.19,0.27,0.11,0.12,0.08,0.2,0.22,0.15,0.08
"532",0.15,0.22,0.34,0.3,0.2,0.12,0.12,0.08,0.34,0.4,0.42,0.5,0.37,0.26,0.22,0.2,0.18,0.14,0.1,0.07,0.28,0.17,0.24,0.18
"533",0.1,0.11,0.08,0.06,0.11,0.13,0.09,0.08,0.08,0.06,0.15,0.29,0.44,0.44,0.34,0.09,0.08,0.12,0.42,0.31,0.13,0.06,0.05,0.02
"534",0.01,NA,0.06,0.08,0.04,0.02,0.02,0.01,0.01,0.01,0.02,NA,0.06,0.21,0.12,0.05,0.06,0.05,0.02,0.02,0.01,0.02,0.02,0.02
"536",0.05,0.05,0.01,0.02,0.07,0.06,0.02,0.01,0.04,0.04,0.04,0.05,0.05,0.02,0.06,0.05,0.11,0.56,1.05,0.41,0.08,0.02,0.03,0.01
"537",0.05,0.04,0.09,0.05,0.04,0.06,0.05,0.06,0.07,0.13,0.1,0.14,0.28,0.16,0.09,0.05,0.02,0.06,0.08,0.13,0.11,0.04,0.05,0.03
"538",NA,NA,NA,NA,0.01,NA,0.01,0.03,0.02,0.03,0.02,0.03,0.02,0.05,NA,0.02,0.03,0.07,0.01,NA,NA,NA,NA,NA
"539",0.05,0.04,0.04,0.08,0.08,0.02,0.02,0.02,0.02,0.02,0.07,0.05,0.05,0.05,0.05,0.06,0.02,0.02,0.04,0.05,0.08,0.06,0.05,0.01
"540",0.02,0.02,NA,0.02,0.01,0.02,NA,0.03,0.04,0.04,0.04,0.02,0.02,0.04,0.06,0.03,NA,0.02,0.02,0.06,0.05,0.03,NA,0.02
"545",0.04,0.06,0.07,0.05,0.02,0.05,0.04,0.02,NA,0.02,0.02,0.01,0.01,0.03,0.05,0.09,0.05,0.03,0.01,0.07,0.02,0.01,0.02,0.01
"546",0.08,0.15,0.16,0.08,0.11,0.1,0.09,0.08,0.03,0.07,0.04,0.03,0.09,0.15,0.11,0.16,0.15,0.24,0.6,0.34,0.37,0.1,0.06,0.11
"2000",0.02,0.02,0.03,0.07,0.02,0.02,0.01,0.02,0.02,0.03,0.03,0.04,0.04,0.03,0.02,0.03,0.08,0.05,0.02,0.02,0.02,0.02,NA,NA
"2001",0.02,0.01,0.02,NA,0.02,0.01,NA,NA,0.01,NA,NA,NA,0.01,0.01,NA,NA,NA,NA,NA,NA,NA,0.01,0.02,0.01
"2002",0.04,0.05,0.05,0.09,0.07,0.05,0.03,0.02,0.05,0.05,0.04,0.01,0.02,0.04,0.05,0.03,0.02,0.03,0.02,0.03,0.04,0.05,0.01,0.05
"2003",0.1,0.18,0.11,0.07,0.06,0.05,0.03,NA,0.03,0.01,0.04,0.04,0.05,0.04,0.03,0.06,0.05,0.09,0.06,0.09,0.08,0.05,0.04,0.06
"2004",0.01,0.03,0.02,0.03,0.03,0.08,0.05,0.02,0.02,NA,0.02,0.05,0.04,0.06,0.08,0.06,0.04,0.02,0.03,0.05,0.03,0.02,0.03,NA
"2005",NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,0.01,NA,0.01,NA,NA,NA,NA,NA
"2006",0.18,0.44,0.41,0.46,0.17,0.17,0.13,0.08,0.17,0.27,0.34,0.4,0.73,1.2,0.83,0.94,0.37,0.45,0.6,0.52,0.41,0.29,0.24,0.22
"2008",0.03,0.02,0.03,0.02,NA,NA,0.01,0.02,NA,0.04,0.02,0.03,0.05,0.06,0.11,0.05,0.05,0.09,0.11,0.05,0.02,0.02,0.01,0.02
"2009",0.01,0.02,0.04,0.03,0.02,0.01,NA,NA,NA,0.03,0.02,0.01,0.04,0.03,NA,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.02
"2010",NA,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.04,0.06,0.09,0.08,0.07,0.03,0.04,0.02,0.03,0.04,0.01,0.01,0.01,NA
"2012",0.02,0.05,0.04,0.01,0.05,0.06,0.05,0.03,0.02,0.07,0.11,0.08,0.13,0.13,0.08,0.06,0.07,0.03,0.03,0.05,0.02,0.02,0.02,0.02
"2017",NA,0.02,0.02,0.06,0.03,0.02,0.02,0.01,0.02,0.03,0.03,0.05,0.04,0.08,0.09,0.03,0.03,0.03,0.02,0.01,0.05,0.05,0.01,0.04
"2021",0.06,0.04,0.03,0.04,0.07,0.04,0.03,0.05,0.09,0.11,0.15,0.2,0.15,0.25,0.17,0.23,0.53,0.16,0.08,0.08,0.06,0.09,0.04,0.04
"2022",0.18,0.18,0.16,0.17,0.06,0.08,0.09,0.05,0.06,0.08,0.16,0.08,0.15,0.27,0.21,0.14,0.05,0.11,0.09,0.09,0.14,0.08,0.08,0.14
"2023",0.01,0.01,0.02,0.04,0.05,0.03,0.05,0.05,0.05,0.06,0.03,0.08,0.15,0.12,0.08,0.02,0.03,0.02,0.05,0.02,0.09,0.07,NA,0.01
"3002",0.02,0.05,0.05,0.07,0.02,0.02,0.02,0.04,0.02,0.04,0.04,0.04,0.18,0.15,0.13,0.18,0.11,0.06,0.11,0.03,0.05,0.02,0.01,0.02
"3014",NA,NA,NA,0.02,0.01,NA,NA,NA,0.01,0.04,NA,NA,NA,0.02,0.11,0.08,0.03,0.01,0.01,0.03,0.02,NA,0.02,0.01
"3016",NA,NA,0.01,0.02,NA,NA,NA,NA,NA,0.01,0.03,0.02,0.02,0.01,0.05,0.05,0.02,0.01,NA,NA,0.01,0.02,0.03,0.02
"3041",NA,0.01,0.02,0.01,0.01,NA,0.01,NA,0.01,NA,0.01,NA,0.01,NA,0.02,NA,0.02,NA,NA,0.01,NA,0.01,0.01,0.01
"3042",0.01,0.02,0.03,0.02,0.02,0.03,0.06,0.02,0.02,0.02,0.01,0.02,0.02,0.01,0.02,0.06,0.06,0.01,0.01,0.02,0.02,0.03,0.01,0.01
"3043",0.02,0.04,NA,0.03,0.03,0.02,0.02,0.01,0.02,0.01,0.01,0.04,NA,0.02,0.02,0.03,0.02,0.02,0.01,0.02,0.02,0.03,0.02,0.02
"3044",0.05,0.03,0.02,0.02,0.02,0.05,0.02,0.01,0.02,0.02,0.01,0.01,0.05,0.01,0.03,0.04,0.03,0.04,0.02,0.02,0.05,0.06,0.03,0.02
"3046",0.02,0.05,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.02,0.02,0.02,0.05,0.05,0.02,0.02,NA,NA,0.01,0.02,0.02,0.02,0.02,0.02
"3047",0.05,0.04,0.01,0.02,NA,NA,0.01,0.01,0.02,0.02,0.01,0.06,0.04,0.02,0.02,0.03,0.04,0.02,0.01,0.02,0.02,0.03,0.03,0.02
"3048",0.04,0.03,0.05,0.02,0.05,0.02,0.02,0.01,0.02,0.02,0.02,0.05,0.04,0.03,0.02,0.05,0.04,0.04,0.01,0.02,0.05,0.01,0.05,0.05
"3049",0.04,0.05,0.04,0.02,0.03,0.03,NA,0.01,0.03,0.02,0.05,0.06,0.05,0.02,0.06,0.02,0.02,0.03,NA,0.03,0.03,0.05,0.01,0.06
"3050",0.06,0.05,0.08,0.07,0.05,0.05,0.02,0.02,0.02,0.03,0.04,0.05,0.06,0.06,0.05,0.04,0.05,0.05,0.02,0.04,0.07,0.11,0.08,0.05
"3052",NA,0.03,0.03,0.05,0.04,0.04,NA,0.02,NA,0.01,0.02,0.01,0.05,0.04,0.05,0.01,0.05,0.02,0.03,0.01,0.05,0.06,0.02,NA
"3053",0.03,0.05,0.04,0.01,0.02,0.05,0.02,0.02,0.03,0.01,0.02,0.02,NA,0.05,0.04,0.05,0.02,NA,0.02,0.02,0.02,0.05,0.04,NA
"3054",0.05,0.1,0.02,0.04,0.02,0.02,0.02,0.03,NA,0.03,0.01,0.04,0.03,0.05,0.01,0.05,0.02,0.03,0.02,0.01,0.06,0.02,0.03,0.07
"3055",0.05,0.02,0.02,0.06,NA,0.02,0.01,0.02,0.02,0.03,0.01,0.05,0.04,0.03,0.03,0.05,0.05,0.02,0.02,0.02,0.03,0.03,0.03,0.05
"3056",0.01,0.03,0.05,0.06,0.08,0.05,0.03,0.01,0.03,0.02,0.02,NA,0.01,0.04,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.03,0.02,0.01
"3057",0.04,0.05,0.03,0.07,0.02,0.03,0.02,0.01,0.01,0.03,0.03,0.02,0.08,0.04,0.04,0.04,0.04,0.01,0.03,0.03,0.03,0.04,0.03,0.03
"3058",0.1,0.07,0.07,0.04,0.02,0.05,0.01,0.02,0.04,0.04,0.05,0.07,0.03,0.08,0.08,0.04,0.06,0.06,0.01,0.02,0.05,0.04,0.05,0.06
"3059",0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.02,NA,0.01,0.02,NA,0.02,NA,0.01,0.02,NA,0.03,NA,NA,NA,0.01,NA,0.01
"3060",0.04,0.05,0.07,0.02,0.04,0.05,0.03,0.02,0.02,0.02,0.02,0.05,0.02,0.01,0.03,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.05
"3061",0.08,0.02,0.05,0.04,0.05,0.02,0.02,0.03,0.02,0.02,0.04,0.02,0.02,0.08,0.05,0.06,0.05,0.04,0.02,NA,0.03,0.04,0.07,0.05
"3062",NA,0.01,0.02,0.05,0.05,0.05,0.02,0.03,0.02,0.02,0.02,0.01,0.03,0.03,0.01,0.02,0.04,0.02,0.03,0.01,0.01,0.01,0.01,NA
"3063",NA,NA,NA,0.02,NA,0.02,0.01,NA,0.02,0.01,NA,0.02,0.02,0.02,0.02,0.01,NA,0.02,0.02,NA,0.01,0.02,0.02,0.02
"3064",NA,0.04,NA,0.02,0.02,0.01,0.02,NA,0.01,0.01,NA,0.01,NA,0.02,0.02,0.01,0.02,0.02,0.02,NA,0.01,0.02,NA,NA
"3065",0.01,0.01,NA,0.01,NA,NA,NA,NA,NA,0.02,0.01,0.02,NA,NA,0.01,0.01,0.01,0.02,0.03,0.02,0.01,0.01,0.02,NA
"3066",0.03,0.01,0.04,0.03,0.02,0.04,0.02,0.02,0.04,0.02,NA,0.02,0.06,0.02,0.03,0.02,0.04,0.02,0.04,0.02,0.02,0.02,0.02,0.01
"3067",0.03,0.05,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,NA,0.03,NA,0.01,0.02,0.03,0.03,0.05,0.05,0.02,NA,0.02,NA,0.05
"3068",0.01,0.04,0.02,0.03,0.03,0.02,0.04,NA,0.02,NA,NA,NA,0.01,0.02,0.02,0.02,0.02,0.01,NA,0.01,0.01,0.01,0.01,0.01
"3069",0.02,0.06,0.05,0.02,0.02,0.01,0.02,NA,0.01,0.01,0.02,NA,0.02,0.02,0.02,0.02,0.01,0.01,NA,0.01,NA,0.01,0.01,0.02
"3070",0.02,0.02,0.02,0.02,0.02,0.02,NA,0.02,0.03,0.03,NA,0.02,0.01,0.04,0.04,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.03,0.02
"3071",0.02,0.02,0.02,0.02,0.04,0.02,0.01,0.01,0.06,0.01,0.01,0.03,0.03,0.03,0.03,0.02,0.01,0.03,NA,0.03,0.01,0.02,NA,0.01
"3072",0.02,0.02,0.02,0.01,0.02,0.02,0.01,NA,0.02,0.02,0.01,0.02,NA,0.05,0.03,0.02,NA,NA,NA,0.01,0.01,NA,0.02,0.05
"3073",0.03,0.04,0.06,0.02,0.04,0.02,0.04,0.01,0.02,0.02,0.02,0.02,0.04,0.06,0.03,0.02,0.02,0.06,0.01,0.04,0.05,0.03,0.05,0.05
"3074",0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.02,NA,NA,0.01,0.01,0.02,0.02,NA,NA,0.02,0.02,NA,0.02,0.01
"3075",0.02,0.05,0.04,0.03,0.05,0.04,0.03,0.04,0.01,0.01,0.05,0.04,0.06,0.05,0.05,0.03,0.05,0.01,0.03,0.02,0.02,0.02,0.05,0.05
"3076",0.04,0.01,0.01,0.05,0.11,0.04,0.02,0.05,0.04,0.04,0.02,0.06,0.05,0.05,0.06,0.05,0.04,0.04,0.02,0.01,0.01,0.05,0.06,0.05
"3077",0.02,0.02,0.04,0.01,0.03,0.02,0.02,NA,0.05,0.03,0.04,0.05,0.02,0.03,0.02,0.04,0.02,0.06,0.03,NA,0.01,0.02,0.02,0.05
"3078",NA,0.01,0.01,0.02,NA,0.01,NA,NA,NA,0.01,0.01,NA,0.02,0.02,NA,NA,NA,NA,NA,NA,NA,0.02,NA,0.02
"3079",0.05,0.02,0.04,0.03,0.05,0.01,0.02,NA,0.02,0.01,NA,0.02,0.02,0.05,0.01,0.05,0.05,0.03,0.03,0.02,0.02,0.05,0.03,0.01
"3080",0.03,0.03,0.04,0.02,0.02,0.01,0.03,NA,0.02,0.02,0.02,0.01,0.05,0.05,0.02,0.03,0.02,0.01,0.02,0.04,0.05,0.01,0.04,0.02
"3081",0.01,0.03,0.02,0.03,0.04,0.02,0.02,0.02,0.01,0.02,0.01,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.01,NA,0.02,0.02,0.01,NA
"3082",NA,0.02,0.01,0.04,0.03,0.02,0.01,0.02,NA,NA,0.01,0.02,NA,0.04,0.03,0.05,0.02,NA,0.04,0.02,0.02,0.06,0.05,0.02
"3083",0.01,0.03,0.02,0.06,0.07,0.01,NA,0.02,0.02,0.04,NA,0.02,0.02,0.04,0.04,0.05,0.04,0.03,0.02,0.02,0.03,0.03,0.05,0.03
"3084",0.02,0.05,0.05,0.05,0.02,0.04,0.02,0.02,0.01,0.02,0.02,0.01,0.02,0.01,0.04,0.02,0.05,0.02,0.02,0.01,0.02,0.02,0.02,0.05
"3085",0.03,0.02,0.02,0.04,0.03,0.02,NA,0.02,0.02,0.05,0.01,0.01,0.02,0.02,0.02,0.01,NA,0.02,0.02,NA,0.03,0.01,NA,0.02
"3086",0.01,0.03,0.04,0.02,0.03,0.05,0.05,0.03,0.04,0.02,0.04,0.01,0.05,0.04,0.04,0.04,NA,0.05,0.04,0.08,0.09,0.03,0.02,0.01
"3087",0.01,0.05,0.05,0.08,0.05,0.03,0.05,0.02,0.05,0.02,0.04,0.02,0.02,0.05,0.01,0.02,0.02,0.02,0.02,0.03,NA,0.07,0.05,0.02
"3088",0.01,NA,0.02,0.02,0.01,0.01,0.01,NA,0.01,NA,NA,0.02,0.02,NA,0.02,0.01,0.02,0.02,0.02,0.02,0.01,NA,NA,0.05
"3089",0.02,0.02,0.02,0.02,0.02,0.01,0.01,NA,0.01,0.03,0.05,0.02,0.03,0.04,0.02,0.03,0.02,0.02,NA,0.01,0.04,0.02,0.05,0.03
"3090",0.01,0.04,0.05,0.03,0.03,0.02,0.04,0.03,0.07,0.03,0.05,0.02,0.02,0.05,0.07,0.05,0.1,0.09,0.05,0.15,0.16,0.15,0.07,0.05
"3091",0.05,0.06,0.02,0.08,0.05,0.02,NA,NA,0.02,0.05,0.02,0.06,0.05,0.05,0.06,0.07,0.08,0.03,0.01,0.05,0.06,0.05,0.08,0.08
"3092",0.03,0.03,0.09,0.05,0.05,0.07,0.07,0.08,0.1,0.06,0.02,0.02,0.04,0.05,0.06,0.04,0.08,0.07,0.11,0.08,0.08,0.02,0.02,0.02
"3093",0.03,NA,0.04,0.08,0.05,0.06,0.08,0.02,0.05,0.04,0.05,0.05,0.02,0.05,0.02,0.11,0.09,0.07,0.05,0.07,0.12,0.11,0.05,0.03
"3094",0.02,0.08,0.02,0.05,0.05,0.07,0.02,0.04,0.04,0.03,0.04,0.03,0.07,0.1,0.11,0.1,0.08,0.05,0.01,0.02,0.1,0.05,0.05,0.02
"3095",0.05,0.1,0.08,0.09,0.09,0.05,0.03,0.07,0.03,0.05,0.09,0.05,0.11,0.08,0.09,0.11,0.08,0.05,0.02,0.05,0.08,0.14,0.08,0.05
"3096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,0.02,0.02,0.01,0.02,0.02,0.02,0.01,NA,NA,0.02,0.05,0.03
"3097",0.04,0.08,0.07,0.05,0.08,0.03,0.02,0.02,0.02,0.04,0.06,0.07,0.05,0.04,0.08,0.02,0.04,NA,0.02,NA,0.06,0.08,0.06,0.04
"3098",0.05,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,NA,0.03,0.02,0.04,0.05,0.07,0.04,0.05,0.02,0.04,0.02,0.02,0.02,0.02,0.05
"3099",0.06,0.02,0.06,0.02,0.02,0.01,0.02,0.02,0.03,0.01,0.04,0.02,0.05,0.03,0.06,0.02,0.03,0.04,0.01,0.03,0.02,0.05,0.04,0.07
"3101",0.03,0.03,0.04,0.05,0.08,0.02,0.05,0.01,0.04,0.03,0.03,0.05,0.05,0.01,0.04,0.04,0.02,0.05,0.02,0.02,0.01,0.02,0.04,0.01
"3102",0.03,0.07,0.08,0.07,0.07,0.05,0.02,0.01,0.09,0.03,0.05,0.02,0.05,0.08,0.07,0.05,0.13,0.05,0.02,0.03,0.05,0.06,0.08,0.08
"3103",0.03,0.07,0.02,0.06,0.05,0.05,0.07,0.02,0.05,0.02,0.05,0.02,0.02,0.04,0.07,0.05,0.03,0.03,0.04,0.02,0.08,0.02,0.06,0.05
"3104",0.02,NA,0.02,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.03,0.02,0.05,0.03,0.02,0.03,0.02,0.01,0.03,NA,0.01,NA
"3105",0.02,0.04,0.06,0.06,0.06,0.04,0.05,0.05,0.02,0.04,0.02,0.02,0.01,0.02,0.04,0.05,0.04,0.03,0.07,0.06,0.02,0.01,0.04,0.07
"3106",0.19,0.13,0.19,0.21,0.2,0.08,0.02,0.05,0.08,0.21,0.21,0.25,0.14,0.25,0.15,0.11,0.09,0.07,0.08,0.02,0.17,0.16,0.09,0.05
"3107",0.02,0.01,0.02,0.03,0.04,0.05,0.04,0.02,0.01,0.02,0.05,0.01,0.03,0.05,0.07,0.02,0.04,0.02,NA,0.02,0.02,0.05,0.01,0.02
"3108",0.06,0.05,0.11,0.07,0.08,0.03,0.03,0.02,0.03,0.11,0.11,0.11,0.18,0.06,0.08,0.07,0.07,0.04,0.03,0.04,0.05,0.13,0.05,0.05
"3109",0.03,0.05,0.04,0.02,0.05,0.01,0.01,0.03,0.03,0.02,NA,0.03,0.03,0.01,0.02,0.05,0.02,0.01,0.02,0.03,0.02,NA,0.05,0.05
"3110",0.03,0.04,0.05,0.05,0.05,0.04,0.02,0.02,0.04,0.03,0.05,0.08,0.02,0.05,0.06,0.04,0.02,0.02,0.03,0.02,0.04,0.04,0.05,0.02
"3111",0.07,0.11,0.08,0.05,0.08,0.02,0.05,0.05,0.07,0.04,0.03,0.06,0.08,0.06,0.06,0.09,0.05,0.06,0.03,0.02,0.08,0.08,0.09,0.05
"3112",0.02,0.06,0.06,0.04,0.09,0.1,0.08,0.06,0.05,0.08,0.02,0.05,0.07,0.07,0.09,0.05,0.05,0.05,0.08,0.1,0.06,0.05,0.03,0.02
"3113",0.01,0.02,0.03,0.03,0.03,0.01,0.01,0.02,NA,0.04,0.03,0.02,0.03,0.02,0.05,0.03,0.02,0.02,0.03,NA,0.04,0.05,0.02,NA
"3114",NA,0.01,0.02,NA,0.01,0.01,0.05,0.02,0.01,0.01,NA,NA,NA,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,NA
"3115",NA,NA,0.03,0.05,0.01,0.02,0.02,0.01,NA,NA,NA,0.03,0.01,0.01,0.03,0.03,0.02,0.02,0.01,0.02,0.03,NA,0.02,0.02
"3116",0.02,0.04,NA,0.04,0.01,0.02,0.01,NA,0.01,0.02,0.01,0.02,0.03,0.05,0.02,0.02,0.02,0.02,0.02,NA,0.01,0.04,0.03,0.05
"3117",0.01,0.02,0.04,0.02,0.01,0.01,0.03,0.02,NA,0.02,0.04,0.03,0.05,0.03,0.02,0.02,0.01,0.02,NA,0.01,0.01,0.02,0.02,0.05
"3118",0.05,0.05,0.09,0.07,0.06,0.09,0.05,0.02,0.08,0.04,0.02,0.11,0.09,0.11,0.08,0.03,0.05,0.05,0.05,0.08,0.05,0.12,0.05,0.04
"3119",0.03,0.05,0.06,0.07,0.08,0.15,0.12,0.14,0.08,0.05,0.04,0.05,0.02,0.07,0.05,0.05,0.06,0.07,0.14,0.15,0.09,0.08,0.02,0.05
"3120",0.02,0.01,0.02,0.01,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.01,NA,0.02,0.02,0.03,0.02,0.02,0.02,0.01,0.02,0.01
"3121",0.03,0.04,0.11,0.05,0.06,0.05,0.05,0.02,0.03,0.04,0.05,0.04,0.05,0.05,0.07,0.05,0.08,0.01,0.05,0.06,0.05,0.03,0.03,0.02
"3122",0.01,0.01,NA,NA,NA,0.02,NA,0.01,0.02,NA,0.03,0.02,0.02,NA,NA,0.02,NA,NA,NA,NA,0.01,0.02,0.03,0.02
"3123",0.02,0.02,NA,0.02,NA,0.03,0.02,0.01,NA,0.01,NA,0.01,0.02,0.02,0.02,0.01,NA,0.01,0.01,0.01,0.01,NA,0.01,NA
"3124",0.08,0.08,0.08,0.07,0.05,0.04,0.02,0.02,0.02,0.05,0.07,0.04,0.02,0.05,0.05,0.05,0.05,NA,0.02,0.02,0.02,0.08,0.05,0.04
"3125",0.02,0.03,0.05,0.01,0.06,0.05,0.02,0.03,0.03,0.02,0.02,0.02,0.01,0.03,0.05,0.03,0.02,0.03,0.03,NA,0.03,0.03,0.01,0.01
"3126",0.05,0.02,0.07,0.04,0.05,0.06,0.09,0.05,0.02,0.02,0.02,0.03,0.02,0.05,0.02,0.07,0.04,0.02,0.05,0.02,0.02,0.05,0.01,0.02
"3127",NA,0.04,0.01,0.02,0.01,0.01,0.02,0.01,0.02,NA,0.01,0.01,NA,0.02,0.02,0.02,0.02,0.02,0.03,0.01,0.02,0.01,NA,0.01
"3128",0.02,NA,0.02,0.01,0.03,0.02,NA,NA,NA,NA,NA,0.02,NA,0.01,0.02,0.02,0.03,0.01,0.01,0.01,0.01,NA,NA,0.01
"3129",0.02,0.05,0.02,0.04,0.02,NA,NA,0.01,0.01,0.01,0.03,0.02,0.02,0.02,0.02,0.02,0.05,0.02,0.02,0.01,0.02,0.02,0.02,0.01
"3130",0.02,0.01,0.02,0.03,0.01,0.04,0.01,0.01,0.02,0.03,0.01,0.03,0.01,0.02,0.01,0.03,0.01,0.02,0.02,0.02,NA,0.01,0.01,0.01
"3132",0.02,NA,0.02,0.04,0.05,0.07,0.01,0.02,0.02,0.01,0.03,0.03,0.08,0.08,0.08,0.08,0.15,0.08,0.05,0.08,NA,0.07,0.02,0.01
"3133",0.18,0.23,0.2,0.15,0.19,0.15,0.18,0.24,0.1,0.07,0.01,0.04,0.02,0.06,0.05,0.05,0.06,0.06,0.12,0.13,0.09,0.03,0.04,0.04
"3134",0.56,0.98,0.99,0.66,0.45,0.51,0.56,0.43,0.26,0.21,0.13,0.12,0.22,0.26,0.25,0.27,0.1,0.14,0.24,0.27,0.23,0.31,0.11,0.15
