"id","sid","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","cluster"
"33",224,0.244444444444444,0.244065733414486,0.260097587422066,0.27102534562212,0.268869401816474,0.271428571428571,0.260617312601532,0.2995539881755,0.312823576264436,0.406180373922309,0.469225064886911,0.46050219941349,0.450593251761216,0.457547621326697,0.470627187588686,0.472625036993193,0.460955940204563,0.419648093841642,0.33740972556572,0.255667632078298,0.217357910906298,0.211480665197355,0.226364227944594,0.217714963858021,1
"34",225,0.22022022022022,0.184599694033656,0.161253690665455,0.14394305019305,0.132773550249278,0.129250679250679,0.117500902752701,0.165950125596428,0.300825825825826,0.668174931688445,0.847235166200684,0.860488329238329,0.861680646163405,0.855160798780977,0.839898549575969,0.826679890900074,0.715227422544496,0.615724815724816,0.40242033077854,0.323152874236466,0.303973616473616,0.273543730065469,0.249941584235532,0.230588447979752,2
"35",228,0.0560324433930382,0.0584905660377358,0.059816653934301,0.06524064171123,0.0667849223946785,0.0702765984015984,0.0907707815650054,0.217914251871907,0.550771103896104,0.853679323725055,0.886279391162773,0.843510246978455,0.807491476075547,0.810946483856701,0.781088652201457,0.751023657870792,0.650451453308596,0.359326477938465,0.0916931365847774,0.0453387376954256,0.0364194088120468,0.0383967470229451,0.0396449704142012,0.0419868791002812,2
"36",229,0.197745571658615,0.198318293683347,0.156740957252466,0.158967391304348,0.143731532292106,0.1665027605245,0.197893858825983,0.335861410130947,0.566648774378243,0.717685076380729,0.743820797934366,0.730113636363636,0.718890554722639,0.717584827764159,0.699604743083004,0.694322563488898,0.69406150583245,0.598418972332016,0.515898767034393,0.502894063804011,0.479037267080745,0.386578449905482,0.313369251973437,0.259997091755126,2
"37",232,0.529790660225443,0.507998359310911,0.519729630982828,0.513004658385093,0.510130856901646,0.498757763975155,0.529402564904598,0.543687963092409,0.525093934514224,0.502546024285155,0.491004497751124,0.494565217391304,0.49800099950025,0.495290930202554,0.521229121509626,0.536763728227629,0.552757158006363,0.535177865612648,0.496560674886437,0.512585812356979,0.529503105590062,0.519308668647043,0.510712943240195,0.494983277591973,3
"38",233,0.255263157894737,0.216236345580933,0.213511720477665,0.227091165413534,0.205033214103219,0.231704260651629,0.271204089360091,0.327297343036047,0.359405458089669,0.366761498340446,0.362900786448881,0.366701555023923,0.344071385359952,0.346243948149305,0.339712918660287,0.323756639304684,0.297336328626444,0.290191387559809,0.274705420267086,0.287518331432296,0.323699874686717,0.303121935272965,0.309874108903382,0.292642140468227,1
"39",236,0.760030594405594,0.747800461781504,0.742082917082917,0.7474418328585,0.740913461538461,0.76006313619379,0.714072632944228,0.619072164948454,0.401484046500124,0.116522885214474,0.19544756640565,0.194435593991807,0.207134483019439,0.207709896810507,0.238442346077077,0.244709559987338,0.270011148272018,0.337866730970179,0.560086785009862,0.758833496651968,0.779562708188086,0.714319652658311,0.725376626341018,0.733994601889339,3
"40",237,0.753289919956587,0.726838413159168,0.735963616215717,0.725822540554683,0.728911056580959,0.718602825745683,0.665283158088913,0.518733142527355,0.24849070682404,0.0478060478060478,0.033093343438171,0.0412660256410256,0.0708233337543682,0.0897602397602398,0.102972363034283,0.169873257732683,0.215414100863017,0.308314010148873,0.571412169919633,0.790772179317071,0.853174603174603,0.854238700033093,0.839756785001742,0.831367072169748,3
"41",238,0.75794504181601,0.745435179549604,0.748983464353483,0.746543778801843,0.746789852803007,0.709267793138761,0.696353861192571,0.574390272378084,0.333151321684588,0.0893133656022263,0.0664781856383636,0.0809200879765396,0.106139022782516,0.14336917562724,0.203972608499143,0.225707803097563,0.293076317859953,0.39247311827957,0.569378911892152,0.741136522520723,0.794642857142857,0.818974153476257,0.811843450776239,0.802136152767289,3
"42",239,0.110991636798088,0.101339013998783,0.1036866359447,0.107142857142857,0.0958346382712183,0.10568356374808,0.158969598514737,0.259309200290426,0.476304261250498,0.643901966482612,0.673896922506489,0.672287390029325,0.669169447534297,0.647458600555183,0.604862359284836,0.587846502910131,0.532946498819827,0.459042033235582,0.307270101107366,0.157894736842105,0.124231950844854,0.119414946904428,0.124384121967091,0.125903549465962,2
"43",241,0.458615136876006,0.4766201804758,0.461636828644501,0.461374223602484,0.473617560151963,0.48695652173913,0.479199249296215,0.428910946456032,0.238191089640365,0.179135657396527,0.164167916041979,0.151864238820761,0.169915042478761,0.177138433750484,0.177865612648221,0.18813987501662,0.210630965005302,0.222529644268775,0.264892926670993,0.320366132723112,0.386128364389234,0.444099378881988,0.47174539531387,0.462992583975571,1
"44",242,0.458394398306465,0.441345365053322,0.437157471684326,0.436732306492494,0.413361611876988,0.437290969899666,0.508191556395715,0.535994297933001,0.50258152173913,0.495303274288782,0.568680261639092,0.535938678059814,0.49575358093548,0.44669984284966,0.420853944285342,0.419157608695652,0.402880603042132,0.370101986044015,0.358127090301003,0.365680795965654,0.385820603211908,0.421153059833719,0.448393194706994,0.457980741173038,1
"45",243,0.327718040621266,0.283475349969568,0.254540525887774,0.25043202764977,0.23222674600689,0.237382312085198,0.266187897339298,0.358399664851278,0.543951612903226,0.761741347190901,0.77794448612153,0.782536151279199,0.777663165791448,0.751757342320655,0.740132827324478,0.741735743533407,0.732775786539227,0.694735800514546,0.619510299261562,0.525516828123439,0.459965437788018,0.414045281506712,0.399274890768802,0.388822958247923,2
"46",244,0.452090800477897,0.421332927571516,0.435077256709135,0.431307603686636,0.439398684622612,0.451305683563748,0.506614063587839,0.488538533347163,0.366487455197133,0.228325099292841,0.165554319614386,0.15540851024722,0.149332591768632,0.160715995022495,0.164317472329959,0.154976817598895,0.163847364280094,0.163538611925709,0.195089070775156,0.315889343852991,0.390360983102919,0.420657182929273,0.449753648786836,0.467687992232172,1
"47",245,0.36682769726248,0.331419196062346,0.324442820606503,0.326669254658385,0.323132123258759,0.337888198757764,0.369252424147638,0.377324199636516,0.332259796027912,0.254341297819559,0.202648675662169,0.193305335968379,0.199525237381309,0.20384466520449,0.206426112456968,0.226565616274432,0.249204665959703,0.240974967061924,0.27255029201817,0.27836855566025,0.308876811594203,0.323521469079125,0.348327277283548,0.350443507343318,1
"48",247,0.742777777777778,0.765094339622642,0.793067226890756,0.782142857142857,0.767961165048544,0.782857142857143,0.74226618705036,0.509967845659164,0.234567901234568,0.0651651651651652,0.0548850574712644,0.0944602272727273,0.132183908045977,0.152522255192878,0.209824046920821,0.268960244648318,0.34390243902439,0.446818181818182,0.655522388059702,0.758204334365325,0.810119047619048,0.828571428571429,0.804178674351585,0.782107023411371,3
"49",248,0.136392914653784,0.131050041017227,0.134636463280965,0.133928571428571,0.138877163360068,0.131884057971014,0.150453550203316,0.19152803019712,0.32259796027912,0.58036297166732,0.745002498750625,0.774085968379447,0.75712143928036,0.749580699264611,0.727910238429172,0.70748570668794,0.660524920466596,0.516864295125165,0.213887086307592,0.108493740745726,0.0942028985507246,0.0900621118012422,0.0875830096479138,0.0988803257234259,2
"50",249,0.130041152263374,0.125611460517121,0.130096483037659,0.11276455026455,0.105177993527508,0.112698412698413,0.105648814281908,0.295939025842563,0.502514860539552,0.785118451785118,0.837590464027246,0.810500841750842,0.787994891443167,0.79283437740411,0.785923753665689,0.756937365500057,0.690943992773261,0.521548821548822,0.223770038695412,0.106065818140122,0.0951278659611993,0.0843110190936278,0.0895506457466112,0.0967422271770098,2
"51",250,0.127241922773838,0.122789542352469,0.114359467191132,0.0966039835800185,0.101725411566062,0.0996504559270517,0.182206223920031,0.318122510715635,0.465279205353982,0.711538851524976,0.811416233372675,0.817866453620385,0.78580390655736,0.773573965747728,0.720754379159082,0.702129356949478,0.677498744951603,0.622305525187116,0.399115316111395,0.193345586445299,0.129427874873354,0.111961046535012,0.0835060396100313,0.0686943682147399,2
"52",251,0.487791495198903,0.51450034940601,0.503579209461562,0.50760582010582,0.471772743617404,0.498941798941799,0.4597655209166,0.367154936286769,0.388088705989941,0.452341230119008,0.553746275010643,0.638573232323232,0.671243082162622,0.705242334322453,0.710111871402194,0.707667912560879,0.689476061427281,0.717508417508418,0.751907131011609,0.710354317165463,0.65244708994709,0.612951460777548,0.530686305902444,0.482844048061439,3
"53",252,0.502918069584736,0.48084619782733,0.46218487394958,0.479572510822511,0.460135333921742,0.48008658008658,0.483540440374973,0.460586573126766,0.455761316872428,0.391664391664392,0.365029606408917,0.386363636363636,0.421543016370603,0.448790576387016,0.473651470718919,0.468075247891762,0.452605321507761,0.471625344352617,0.541112618724559,0.607936954686181,0.670995670995671,0.649821193299454,0.607545192559602,0.569271308401743,3
"54",253,0.230120068610635,0.231031468531469,0.206240369799692,0.183116883116883,0.180759046778464,0.19038961038961,0.210071942446043,0.215609470914937,0.256565656565657,0.385585585585586,0.495193312434692,0.560382231404959,0.623406478578892,0.64202859455085,0.59781391628899,0.562465142219743,0.547362514029181,0.490575479566305,0.441763085399449,0.409062410943289,0.334392113910186,0.265041583022656,0.218235137296721,0.187592137592138,2
"55",254,0.501205908953874,0.525963808025177,0.497873094647288,0.482783617252628,0.499395161290323,0.497328319810014,0.498905269303751,0.454800459008033,0.345294188715718,0.23687656231401,0.189134125636672,0.177306564403339,0.201499318491595,0.18236402166235,0.205257720123981,0.217560029105021,0.260215053763441,0.314545669384379,0.40004624812117,0.523405287412079,0.590322580645161,0.629334299867102,0.590482727064745,0.526747311827957,3
"56",257,0.205223171889839,0.2144412191582,0.210299504417151,0.19654304029304,0.199402539208364,0.188156288156288,0.158550083010515,0.186989859015582,0.279202279202279,0.55955955955956,0.773356911287946,0.808129370629371,0.810565870910699,0.791980521950848,0.771110609820287,0.775425390104289,0.758208255159475,0.707303807303807,0.522541140451588,0.325236167341431,0.210775335775336,0.163401815575729,0.14719574373753,0.149558356916216,2
"57",258,0.540901771336554,0.502666119770304,0.495981001096091,0.500776397515528,0.478049810046433,0.489233954451346,0.483734751329371,0.36516147071159,0.149355877616747,0.0628019323671498,0.0725887056471764,0.110671936758893,0.138680659670165,0.146174687137144,0.146882570444983,0.153437042946417,0.162380699893955,0.195652173913043,0.278650227125243,0.38282406784224,0.483825051759834,0.535511747231974,0.560205488034081,0.573069652464738,3
"58",259,0.159522297015085,0.193774194404826,0.183617876430969,0.152210730604958,0.150220544295713,0.153460659455939,0.110426210263406,0.144172021669233,0.332172958992939,0.769826533850924,0.858846321382269,0.84111065366413,0.803629796025649,0.782279039085463,0.766515718869086,0.751542692178357,0.727084061124868,0.521788084500516,0.258598057042753,0.143126541812092,0.0967383488528256,0.105345262498138,0.113058580816785,0.115490219673519,2
"59",260,0.0790228359001593,0.0847708894878706,0.0824593128390597,0.0731168831168831,0.0656445993031359,0.064872325741891,0.0898852971845673,0.181045751633987,0.423839285714286,0.691811846689895,0.785922532278217,0.810045286125978,0.799416909620991,0.805834405834406,0.783382789317507,0.7301685891748,0.616607142857143,0.294942324755989,0.0719120879120879,0.0474683544303797,0.0452309020284851,0.0473186119873817,0.0476749057394219,0.0529640427599611,2
"60",261,0.651851851851852,0.633298392732355,0.623871770930594,0.623677248677249,0.617943185904351,0.61305114638448,0.545696775912603,0.516255805644873,0.43907178783722,0.337003670337004,0.355470412941677,0.364372895622896,0.361749680715198,0.372018903176173,0.348756381014446,0.35949711179069,0.371951219512195,0.407631874298541,0.468546158098397,0.503611971104231,0.561507936507937,0.593627789279963,0.616074287544028,0.634088938436765,3
"61",262,0.569135802469136,0.534591194968553,0.536764705882353,0.53218005952381,0.546723300970874,0.569642857142857,0.590377697841727,0.526527331189711,0.306584362139918,0.142892892892893,0.110871647509579,0.131747159090909,0.149305555555556,0.152448071216617,0.162377450980392,0.172655453618756,0.177718495934959,0.203030303030303,0.256094527363184,0.329334365325077,0.432291666666667,0.504270186335404,0.567122958693564,0.598522853957637,3
"62",263,0.411511791300098,0.434612824929533,0.425325349577738,0.464142362645456,0.447830166081124,0.456935678666043,0.413058984511471,0.39388419251115,0.365326337407333,0.30537350160803,0.339981479744936,0.37927199833626,0.451187534961775,0.51635910103652,0.507629079977095,0.477763828418761,0.470766129032258,0.471446342778704,0.480831546632882,0.438438542825361,0.387688860279829,0.382659376276031,0.387317560658176,0.39493540295609,1
"63",264,0.290809327846365,0.323549965059399,0.337535014005602,0.317460317460317,0.327580007191658,0.307760141093474,0.25779376498801,0.294390853876384,0.611796982167353,0.841953064175286,0.868135376756066,0.86668771043771,0.855683269476373,0.845147818441587,0.822743564679049,0.800543662928984,0.719850948509485,0.462401795735129,0.204311774461028,0.157321408095402,0.158179012345679,0.190016103059581,0.208666880136621,0.23844915149263,2
"64",265,0.658348030570253,0.633778825995807,0.635010670935041,0.618080357142857,0.605201109570042,0.598614737186166,0.653529145795333,0.670962326589336,0.588756613756614,0.35291958625292,0.270664568509396,0.260220508658009,0.262755427841635,0.269601990049751,0.28946587537092,0.283011450194113,0.333709528663657,0.395976430976431,0.494340203743189,0.629342965256278,0.709757653061225,0.738911071675047,0.723642559809707,0.700695439825875,3
"65",266,0.848765432098765,0.831564465408805,0.825455182072829,0.816592261904762,0.829894822006472,0.83452380952381,0.82718824940048,0.75,0.475051440329218,0.101226226226226,0.0522030651340996,0.0495975378787879,0.0539990421455939,0.070351137487636,0.0855327468230694,0.0973496432212028,0.134781504065041,0.196464646464646,0.366417910447761,0.591460268317853,0.766369047619048,0.82815734989648,0.862151777137368,0.884336677814939,3
"66",267,0.0491228070175439,0.0624793114862628,0.0583075335397317,0.0556860902255639,0.0676205075796287,0.0566416040100251,0.0370440489713492,0.0319851074631917,0.039690275070392,0.0555292134239503,0.0806614236741278,0.0927033492822966,0.100725952813067,0.110000520589307,0.118691156042599,0.122324159021407,0.119597774925118,0.10361509835194,0.0876669285153181,0.0663733637499321,0.0630743525480368,0.0521412226217718,0.0469690075332423,0.0461186410843161,1
"67",268,0.175925925925926,0.197235513024987,0.199968876439465,0.192791005291005,0.190399137001079,0.179365079365079,0.152544630961897,0.187813620071685,0.32053040695016,0.6445334223112,0.820242656449553,0.841224747474747,0.836632609621115,0.786020441806792,0.769523188878028,0.743006002944841,0.683943089430894,0.548372615039282,0.339414040906578,0.144593509918587,0.0900573192239859,0.0832758224062572,0.101184758245277,0.110491762665676,2
"68",270,0.717230273752013,0.69954881050041,0.699123127511874,0.706909937888199,0.699873364288729,0.721908526256352,0.67993431341883,0.552425555710891,0.197530864197531,0.0526178352265309,0.0612193903048476,0.0999258893280632,0.11544227886057,0.13585343826603,0.141017467805687,0.160085095067145,0.161585365853659,0.251119894598155,0.501232965606749,0.701036478664692,0.739001035196687,0.740480691331353,0.757423881719083,0.775338083466628,3
