"sid","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"504",2.69,1.45,1.01,0.47,0.39,0.47,2.92,6.83,11.28,6.4,4.73,6.52,7.9,7.59,8.76,9.34,11.45,19.86,25.63,18.73,11.3,8.73,6.61,5.17
"505",1.81,1.14,0.43,0.18,0.13,0.49,0.94,5.98,16.24,18.02,6.94,6.31,7.76,9.2,9.47,10.35,15.36,25.21,20.71,12.03,8.67,4.96,3.82,2.9
"507",2.5,1.25,0.52,0.26,0.22,0.13,2.05,5.13,9.5,8.99,7.73,5.17,5.9,6.46,6.27,7.53,9.47,18.84,20.69,15.15,10.57,9.01,8.24,5.07
"508",0.7,0.36,0.14,0.11,0.1,0.3,1.78,3.3,7.4,13.03,7.21,3.98,4.73,3.95,5.34,4.95,4.98,7.54,11.05,9.39,6.24,4.57,2.86,1.92
"509",0.74,0.42,0.26,0.11,0.11,0.15,0.96,3.81,5.28,7.69,8.31,8.44,9.85,10.57,11.78,12.14,13.66,17.95,16.16,11.81,8.48,5.04,3.86,2.2
"510",0.24,0.27,0.35,0.14,0.08,2.2,13.47,23.29,15.9,8.57,4.83,5.78,8.06,8.61,7.4,6.9,6.92,6.98,6.12,3.76,2.03,1.36,0.99,0.73
"511",3.69,1.53,0.53,0.32,0.18,0.24,3.78,1.34,2.63,1.89,2.62,3.47,3.53,4.23,5.21,6.21,8.76,16.18,20.31,21.92,18.53,13.79,11.64,7.26
"512",1.24,0.62,0.27,0.15,0.15,0.39,1.55,3.28,6.02,5.29,5.46,5.06,4.15,4.77,5.57,6.44,7.79,11.95,13.92,9.82,6.51,4.69,3.05,2.37
"513",1.19,0.72,0.37,0.36,0.29,0.99,4.3,7.4,9.54,7.44,4.79,3.46,3.76,3.08,3.37,3.48,4.15,6.85,8.09,6.89,5.24,3.72,3.08,2.33
"514",0.68,0.31,0.24,0.29,0.21,0.5,2.83,7.43,11.29,6.63,5.47,6.95,8.26,9.01,10.58,13.72,19.02,34.56,26.95,15.84,8.64,6.66,4.56,2.16
"515",1.24,0.72,0.28,0.32,0.42,0.27,2.2,3.14,4.29,3.62,3.25,4.15,6,6.66,7.99,7.76,12.6,18.79,20.19,13.32,7.94,5.15,4.43,2.49
"516",0.18,0.11,0.08,0.04,0.01,NA,0.56,1.31,6.47,10.86,3.57,1.88,1.53,1.85,1.89,1.57,1.89,2.92,3.42,2.6,1.66,1.21,0.9,0.71
"517",0.28,0.27,0.05,0.06,0.06,0.27,4.28,13.66,33.91,27.21,7.92,5.35,5.52,6.66,5.8,5.77,10.98,28.81,13.76,3.19,1.61,0.88,0.76,0.4
"518",1.89,0.95,0.58,0.27,0.08,0.49,3.05,9.31,22.66,21.64,7.6,6.37,6.09,7.08,7.46,8.23,10.92,20.64,19.65,12.45,9.27,7.54,5.66,4.07
"519",1.54,0.55,0.11,0.07,0.18,1.83,13.82,29.33,45.4,40.27,17.27,10.27,11.37,12.16,13.24,19.08,33.09,63.82,58.4,25.02,12.44,7.75,5.32,2.69
"520",0.09,0.08,0.25,0.02,0.18,2.27,11.63,17.82,26.61,26.26,13.15,8.36,7.93,6.95,5.71,5.59,5.64,5.76,5.15,2.65,1.31,0.6,0.47,0.29
"521",1.9,0.62,0.4,0.24,0.27,1.59,5.85,11.76,17.26,20.26,10.61,8.62,10.81,12.64,16.79,22.98,34.76,68.19,44.6,21.87,10.63,7.58,5.53,3.15
"522",0.37,0.26,0.12,0.04,0.5,2.95,4.76,17.98,22.96,6.47,2.83,2.86,4.27,4.01,3.69,3.13,3.37,4.07,3.46,2.08,1.32,0.91,0.86,0.7
"523",1.11,0.57,0.31,0.22,0.57,0.26,0.73,5,22.69,24.32,10.55,7.92,8.62,9.07,9.5,11.06,18.03,32.18,29.34,15.4,8.31,4.87,3.01,1.96
"524",0.24,0.13,0.04,0.02,0.04,0.98,5.62,14.98,28.42,18.81,5.99,4.34,6.48,6.08,5.7,4.61,5.18,6.79,6.34,3.61,1.69,0.99,0.46,0.34
"525",1.07,0.47,0.19,0.11,0.31,0.4,2.7,4.11,4.73,5.48,4.11,3.8,4.84,4.55,4.65,5.34,5.23,7.28,7.27,5.16,3.43,2.95,2.45,1.89
"526",0.89,0.38,0.24,0.11,0.09,0.54,2.79,8.73,19.77,18.4,11.91,8.13,8.98,8.55,7.42,8.03,8.13,10.63,10.35,6.59,4.46,2.62,2.19,1.33
"527",2.4,1.02,0.44,0.25,0.26,0.8,8.53,9.4,12.15,11.34,7.35,4.91,6.35,5.93,6.22,6.92,9.34,16.06,18.92,13.7,9.68,7.66,6.08,4.61
"528",0.95,0.55,0.34,0.15,0.07,0.64,1.82,4.22,5.79,4.97,4.17,4.09,4.44,5.07,5.21,6.15,7.93,14.26,18.19,13.33,8.39,6.21,4.84,2.5
"529",1.64,0.89,0.65,0.23,0.24,0.73,1.43,4.16,6.14,3.9,3.05,2.91,4.82,6.11,11.89,13.9,25.8,42.24,24.72,12.56,7.59,5.91,5.06,3.2
"530",0.62,0.24,0.09,0.2,0.08,0.5,5.26,5.94,8.94,6.46,4.82,3.28,4.77,4.4,5.04,5.69,5.86,13.23,16.85,9.48,5.23,3.15,2.77,1.53
"531",2.24,1.35,0.59,0.84,0.25,0.2,0.87,2.65,5.43,5.95,4.81,5.19,5.09,5.92,5.38,7.06,7.02,9.69,13.61,12.21,9.03,6.6,5.25,4.06
"532",1.66,1.03,0.56,0.22,0.15,0.08,0.54,0.82,2.62,3.19,2.53,3.47,3.73,3.36,3.96,3.73,4.8,6.49,10.41,9.32,7.14,4.67,3.32,2.27
"533",0.42,0.18,0.08,0.06,0.08,0.98,3.13,6.49,19.6,19.5,7.51,5.26,6.24,6.6,6.18,4.73,5.44,6.41,6.18,3.62,2.26,1.34,1.02,0.82
"534",0.22,0.12,0.07,0.05,0.05,0.3,3.4,9.74,12.01,3.37,0.96,1.21,2.33,2.65,2.69,2.23,2.79,3.7,2.91,2.14,1.23,0.65,0.45,0.47
"536",1.34,0.45,0.18,0.14,0.18,2.34,14.2,14.16,15.52,19.09,8.25,5.72,6.12,5.93,5.96,7.24,6.02,7.92,9.92,7.81,5.75,4.93,4.17,3.4
"537",1.9,0.87,0.44,0.31,0.32,0.62,3,10.38,35.77,28.98,10.3,7.47,10.02,9.17,9.82,8.98,10.95,21.39,20.69,16.15,10.84,7.11,5.79,3.64
"538",NA,NA,NA,0.01,NA,0.05,0.52,1.1,0.86,0.41,0.18,0.22,0.24,0.3,0.31,0.26,0.45,0.73,0.47,0.18,0.08,0.02,0.02,NA
"539",0.62,0.37,0.19,0.05,0.02,0.07,0.87,1.53,2.46,2.63,2.14,2.05,2.55,2.86,2.57,2.73,2.74,3.95,6.26,6.2,4.31,3.09,1.98,1.38
"540",1.11,0.45,0.23,0.11,0.09,0.05,0.53,3.6,8.55,12.74,6.29,3.82,4.92,4.85,5.08,4.24,4.92,8.26,11.17,7.18,5.31,4.35,3.24,2.11
"545",1.38,0.36,0.23,0.12,0.09,0.26,3.63,14.15,18.73,7.33,6.01,4.4,6.44,7.94,6.91,7.81,9.05,14.4,18.79,12.66,7.4,4.68,2.95,2.09
"546",1.54,0.56,0.33,0.09,0.5,2.57,4.1,5.85,22.29,22.96,8.43,5.79,6.83,7.97,7.44,6.69,6.47,9.98,12.31,8.21,5.49,3.95,3.29,2.53
"2000",0.57,0.55,0.11,0.03,NA,0.33,0.59,1.73,7.28,10.4,4.45,2.8,2.99,3.14,3.11,2.98,3.05,3.64,5.13,3.98,2.51,1.66,1.16,0.75
"2001",NA,NA,NA,NA,NA,0.01,0.02,1.25,0.82,1.45,0.96,0.48,0.38,0.5,0.34,0.33,0.18,0.66,0.28,0.31,0.21,0.15,NA,0.01
"2002",0.85,0.31,0.21,0.11,0.05,0.12,0.75,1.14,3.88,4.4,3.18,2.62,2.8,2.38,2.79,2.81,2.66,5.05,7.99,5.81,4.1,3.28,2.2,1.53
"2003",1.05,0.6,0.31,0.18,0.06,0.15,0.92,3.23,4.79,3.18,2.44,3.23,4.67,5.87,5.85,7.22,8.8,17.47,20.4,11.39,6.22,4.44,2.8,2.07
"2004",0.55,0.29,0.14,0.07,0.56,0.18,2.19,4.71,16.29,14.24,3.38,2.91,4.61,4.93,4.35,4.92,5.07,5.55,8.17,6.16,4.13,2.26,1.44,1.1
"2005",NA,NA,NA,NA,NA,0.02,0.04,0.64,0.11,0.17,0.31,0.11,0.1,0.12,0.19,0.11,0.08,0.15,0.05,0.02,0.02,0.02,0.02,0.03
"2006",0.69,0.32,0.08,0.15,0.11,0.66,1.92,6.17,13.95,11.11,10.08,12.6,15.34,15.21,14.89,16.14,15.6,13.69,11.75,7.49,4.2,2.75,1.79,1.28
"2008",1.62,0.42,0.15,0.08,0.1,0.24,0.68,2.49,8.02,10.13,6.01,4.69,5.3,5.3,5.72,6.45,6.27,8.97,10.13,8.33,6.28,4.19,2.66,2.06
"2009",0.79,0.24,0.17,0.22,0.15,0.33,0.18,1.08,2.28,1.96,1.77,1.45,2.05,1.92,2.66,2.54,3.34,6.72,5.55,4.25,3.69,3.44,2.45,2.31
"2010",0.63,0.21,0.09,0.08,0.09,0.05,0.71,3.49,12.37,13.37,7.33,4.92,5.02,5.31,5.6,5.95,5.5,7.98,9.36,6.79,3.31,2.47,1.68,0.89
"2012",0.94,0.4,0.11,0.08,0.37,1.61,11.04,13.22,11.55,8.91,4.27,3.59,3.82,4.79,4.22,4.09,3.4,4.31,4.25,4.14,2.87,2.02,2.3,2.31
"2017",0.39,0.09,0.15,0.04,0.02,0.47,1.06,2.4,10.24,11.98,4.08,2.56,2.52,2.26,2.25,2.15,2.24,3.47,2.8,1.97,1.57,1.31,1.14,0.74
"2021",1.73,0.68,0.57,0.28,0.17,0.57,2.6,3.58,4.53,8.02,5.47,4.4,5.76,6.21,5.15,5.5,7.54,13.05,15.7,11.23,6.14,5.18,4.08,2.71
"2022",0.43,0.21,0.09,0.01,0.02,0.13,1.22,2.95,5.03,4.3,2.11,2.07,2.21,2.02,2.21,2.45,2.87,5.73,6.98,4.37,2.98,1.92,1.4,0.9
"2023",0.18,0.09,0.06,0.02,0.02,0.17,1.78,8.69,18.97,7.66,2.45,2.25,2.24,2.97,2.24,2.34,2.69,3.43,2.59,1.61,1.11,0.69,0.73,0.24
"3002",2.26,0.96,0.5,0.2,0.37,1.31,3.15,11.73,25.17,18.04,7.27,7.11,9.73,10.34,10.5,11.02,13.33,21.07,21.92,16.91,11.64,8.01,5.98,4.08
"3014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.02,0.09,0.54,0.37,0.07,NA,NA
"3017",NA,0.02,0.03,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.02,NA,NA,NA,0.02,0.01,0.01,0.11,0.35,0.02,0.02,NA,NA
"3019",NA,NA,0.02,NA,NA,0.01,0.05,0.03,0.04,0.05,0.11,0.07,NA,0.04,0.08,0.01,0.02,0.03,0.05,0.02,0.02,0.05,0.58,0.09
"3039",NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3041",0.11,0.09,0.05,0.08,NA,0.01,0.05,0.06,0.22,0.09,0.11,0.15,0.15,0.18,0.18,0.14,0.18,0.27,0.5,0.33,0.23,0.18,0.16,0.2
"3042",0.11,0.29,0.08,0.02,NA,NA,0.38,0.48,0.84,0.82,0.38,0.31,0.27,0.18,0.29,0.35,0.37,0.23,0.41,0.49,0.25,0.29,0.23,0.15
"3043",0.13,0.06,0.02,0.02,0.02,NA,0.01,0.09,0.21,0.15,0.08,0.13,0.09,0.11,0.17,0.06,0.14,0.15,0.34,0.26,0.4,0.24,0.18,0.12
"3044",0.04,0.03,0.01,NA,0.01,0.01,0.05,0.11,0.35,0.08,0.11,0.07,0.05,0.1,0.08,0.05,0.08,0.18,0.27,0.25,0.2,0.14,0.12,0.04
"3046",0.11,0.07,0.06,0.01,0.01,NA,0.04,0.01,0.05,0.04,0.14,0.16,0.11,0.11,0.18,0.16,0.2,0.21,0.33,0.49,0.5,0.31,0.31,0.15
"3047",0.26,0.14,0.08,0.06,0.02,0.02,0.07,0.07,0.09,0.17,0.21,0.14,0.18,0.21,0.24,0.32,0.35,0.57,0.76,0.94,0.33,0.51,0.35,0.38
"3048",0.17,0.07,0.04,NA,NA,0.01,NA,0.13,0.28,0.08,0.11,0.14,0.08,0.18,0.1,0.11,0.21,0.37,0.34,0.27,0.27,0.23,0.34,0.31
"3049",0.16,0.08,0.01,NA,0.01,NA,0.03,0.15,0.35,0.18,0.13,0.18,0.14,0.11,0.24,0.29,0.27,0.34,0.74,0.73,0.63,0.44,0.35,0.24
"3050",0.19,0.08,0.05,0.05,0.02,0.02,0.01,0.05,0.33,0.12,0.13,0.15,0.19,0.2,0.26,0.32,0.29,0.44,0.63,0.8,0.62,0.75,0.63,0.44
"3052",0.22,0.24,0.1,0.03,0.03,0.02,0.05,0.15,0.11,0.08,0.12,0.17,0.21,0.24,0.22,0.32,0.34,0.69,1.37,1.21,0.78,1.04,0.6,0.31
"3053",0.08,0.01,0.01,NA,NA,NA,0.01,0.09,0.05,0.07,0.08,0.02,0.06,0.09,0.08,0.17,0.23,0.24,0.13,0.15,0.09,0.12,0.18,0.06
"3054",0.27,0.11,0.02,0.01,0.01,0.01,NA,0.02,0.02,0.23,0.05,0.09,0.12,0.11,0.09,0.15,0.46,0.53,0.92,0.77,0.53,0.53,0.65,0.42
"3055",0.08,0.08,0.02,0.01,NA,NA,0.01,0.02,0.17,0.24,0.12,0.13,0.2,0.18,0.12,0.21,0.31,0.38,0.46,0.47,0.42,0.29,0.3,0.21
"3056",0.07,0.05,0.01,0.01,0.01,0.15,0.11,0.05,0.45,0.09,0.14,0.14,0.15,0.15,0.42,0.25,0.21,0.31,0.31,0.23,0.25,0.27,0.18,0.12
"3057",0.23,0.11,0.02,0.02,0.01,0.02,0.02,0.02,0.16,0.05,0.08,0.13,0.11,0.24,0.12,0.24,0.39,0.39,0.49,0.64,0.67,0.51,0.42,0.24
"3058",0.1,0.11,0.03,NA,0.02,0.02,0.02,0.04,0.03,0.09,0.1,0.13,0.16,0.14,0.21,0.23,0.27,0.44,0.53,0.48,0.39,0.68,0.37,0.33
"3059",0.15,0.14,0.07,0.01,0.01,0.01,0.06,0.45,0.2,0.11,0.07,0.08,0.02,0.07,0.11,0.05,0.08,0.11,0.31,0.27,0.25,0.38,0.26,0.21
"3060",0.23,0.13,0.09,0.02,0.02,NA,0.01,0.08,0.06,0.05,0.12,0.09,0.08,0.22,0.24,0.36,0.43,0.69,0.66,0.68,0.6,0.6,0.5,0.39
"3061",0.07,0.05,NA,0.02,0.01,NA,0.02,0.01,0.08,0.05,0.08,0.05,0.11,0.06,0.06,0.08,0.06,0.14,0.24,0.27,0.28,0.25,0.11,0.08
"3062",0.15,0.08,0.08,0.01,NA,0.02,0.5,0.32,0.98,1.09,0.26,0.21,0.16,0.28,0.21,0.27,0.19,0.19,0.27,0.41,0.3,0.24,0.17,0.25
"3063",0.04,0.07,0.02,0.03,NA,NA,NA,0.01,0.07,0.08,0.1,0.11,0.08,0.09,0.19,0.18,0.21,0.24,0.28,0.49,0.33,0.34,0.17,0.08
"3064",0.37,0.27,0.11,0.06,0.15,0.05,0.15,0.82,0.95,1.14,0.47,0.45,0.45,0.39,0.5,0.54,0.49,1.08,1.22,0.96,0.73,0.79,0.65,0.46
"3065",0.07,0.05,0.08,0.01,NA,NA,0.02,0.46,0.24,0.73,0.21,0.11,0.22,0.18,0.21,0.24,0.39,0.35,0.29,0.35,0.33,0.23,0.23,0.15
"3066",0.08,0.08,0.07,0.07,0.05,0.09,0.02,0.23,1.24,0.93,0.69,0.28,0.35,0.33,0.31,0.21,0.3,0.18,0.22,0.15,0.15,0.17,0.11,0.14
"3067",0.14,0.07,0.04,0.05,0.05,0.06,0.05,0.03,0.29,0.16,0.2,0.35,0.34,0.32,0.35,0.46,0.49,0.46,0.56,0.63,0.7,0.44,0.3,0.18
"3068",0.29,0.15,0.08,0.01,0.02,0.01,0.03,0.07,0.27,0.63,0.22,0.19,0.32,0.25,0.34,0.34,0.46,0.46,0.55,0.93,0.64,0.55,0.37,0.45
"3069",0.22,0.07,0.02,0.02,NA,0.02,0.04,0.29,0.53,0.75,0.27,0.18,0.2,0.21,0.19,0.2,0.23,0.44,0.88,0.75,0.56,0.4,0.3,0.27
"3070",0.08,0.05,0.02,0.01,NA,0.01,NA,0.02,0.08,0.08,0.07,0.1,0.12,0.12,0.14,0.18,0.47,0.48,0.44,0.55,0.43,0.49,0.42,0.25
"3071",0.1,0.06,0.07,0.02,0.01,0.02,0.15,0.11,0.44,0.34,0.29,0.28,0.25,0.32,0.39,0.47,0.44,0.69,0.84,1.01,0.8,0.58,0.53,0.31
"3072",0.12,0.02,0.07,0.01,0.01,NA,0.02,0.02,0.11,0.05,0.12,0.11,0.11,0.17,0.25,0.19,0.69,0.45,0.85,0.86,0.66,0.35,0.26,0.15
"3073",0.28,0.13,0.11,0.01,0.05,0.02,0.05,0.06,0.27,0.25,0.15,0.38,0.17,0.32,0.25,0.31,0.33,0.53,0.73,0.76,0.62,0.41,0.4,0.33
"3074",0.4,0.19,0.05,0.02,0.02,0.02,0.05,0.38,1.22,1.83,0.92,0.6,0.78,0.72,0.68,1.03,0.68,1.28,1.5,1.59,1.1,1,0.79,0.58
"3075",0.05,0.01,0.02,NA,0.01,0.02,0.02,0.08,0.4,0.49,0.32,0.24,0.24,0.27,0.32,0.24,0.18,0.22,0.24,0.27,0.21,0.2,0.21,0.11
"3076",0.37,0.13,0.04,0.03,0.01,0.02,0.02,0.05,0.35,0.23,0.12,0.16,0.21,0.26,0.27,0.37,0.3,0.62,0.93,1.01,1.28,0.6,0.53,0.45
"3077",0.38,0.24,0.09,0.12,0.02,0.02,0.02,0.2,0.11,0.17,0.18,0.27,0.27,0.23,0.42,0.48,0.4,0.65,1.02,1.4,1.18,0.94,0.88,0.68
"3078",0.04,0.02,0.02,0.01,0.02,0.05,0.08,0.32,0.4,1.05,0.17,0.21,0.22,0.14,0.24,0.2,0.21,0.22,0.41,0.24,0.13,0.16,0.05,0.05
"3079",0.38,0.12,0.11,0.06,0.05,0.02,0.02,0.05,0.25,0.22,0.25,0.26,0.4,0.37,0.61,0.52,0.66,0.83,1.85,2.22,1.28,0.94,0.82,0.69
"3080",0.17,0.08,0.03,0.02,0.01,NA,NA,0.19,0.44,0.37,0.28,0.15,0.24,0.21,0.25,0.28,0.31,0.24,0.52,0.52,0.31,0.38,0.18,0.3
"3081",0.3,0.13,0.05,0.05,NA,0.01,0.47,0.15,0.37,0.41,0.27,0.24,0.31,0.44,0.45,0.4,0.45,1.01,0.77,1.27,0.79,0.73,0.61,0.53
"3082",0.24,0.11,0.08,0.02,0.02,0.01,0.15,0.38,0.53,0.41,0.28,0.19,0.39,0.33,0.37,0.39,0.47,0.63,0.99,0.98,0.89,0.45,0.4,0.32
"3083",0.46,0.1,0.07,0.04,0.01,0.02,0.02,0.11,1.09,0.58,0.43,0.34,0.3,0.27,0.66,0.45,0.48,0.85,1.28,1.24,0.82,0.79,0.69,0.52
"3084",0.18,0.13,0.02,0.01,0.04,0.01,0.02,0.31,0.93,0.82,0.73,0.25,0.31,0.49,0.34,0.43,0.4,0.47,0.79,0.94,0.79,0.6,0.36,0.34
"3085",0.15,0.06,0.04,0.05,0.02,0.01,0.15,0.27,0.28,0.47,0.68,0.48,0.57,0.59,0.75,0.56,0.39,0.53,0.73,0.68,0.73,0.45,0.38,0.24
"3086",0.36,0.21,0.13,0.03,0.02,0.21,0.68,2.23,5.61,3.05,1.5,1.22,0.95,0.79,1.01,1.09,1.09,1.34,2.2,2.57,1.53,1.09,0.85,0.84
"3087",0.27,0.23,0.08,0.11,0.06,0.1,0.4,0.93,1.24,1.57,0.82,0.73,0.82,0.75,0.94,0.8,0.88,1.21,1.53,1.74,1.51,1.27,1.03,0.72
"3088",0.21,0.13,0.05,0.02,0.02,0.01,0.11,0.28,0.44,0.7,0.2,0.32,0.35,0.33,0.43,0.34,0.38,0.78,1.45,1.23,0.87,0.73,0.62,0.48
"3089",0.01,0.02,NA,NA,NA,NA,NA,0.01,0.05,0.04,0.08,0.11,0.13,0.08,0.05,0.15,0.16,0.08,0.21,0.15,0.09,0.08,0.04,0.04
"3090",0.37,0.24,0.16,0.01,0.06,0.22,1.6,4.98,9.51,6,3.04,2,2.17,1.5,1.82,1.95,1.78,2.68,3.85,3.5,2.69,1.66,1.39,0.89
"3091",0.07,0.05,0.02,NA,NA,0.01,0.2,0.11,0.15,0.34,0.23,0.28,0.37,0.27,0.37,0.45,0.5,0.53,0.99,0.96,0.58,0.58,0.33,0.31
"3092",0.23,0.09,0.04,0.02,0.02,0.05,0.18,1.07,3.44,3.24,2.4,1.69,1.56,1.31,1.44,1.38,1.34,1.76,2.53,2.11,1.37,0.96,0.79,0.67
"3093",0.62,0.24,0.09,0.06,0.05,0.24,1.15,5.05,6.39,4.82,2.66,2.11,1.99,2.31,2.63,2.27,2.18,2.68,3.47,3.04,2.47,1.6,1.33,1.02
"3094",0.27,0.14,0.07,0.06,0.05,0.01,0.02,0.27,0.38,0.35,0.27,0.21,0.37,0.35,0.27,0.31,0.5,0.7,0.97,0.97,0.73,0.53,0.47,0.44
"3095",0.29,0.15,0.18,0.07,0.02,0.02,0.02,0.02,0.08,0.08,0.08,0.05,0.18,0.13,0.15,0.21,0.36,0.4,0.58,0.59,0.48,0.53,0.57,0.48
"3096",0.03,0.01,NA,NA,NA,NA,0.02,0.05,0.09,0.21,0.2,0.18,0.15,0.21,0.2,0.17,0.24,0.45,0.36,0.53,0.27,0.16,0.12,0.08
"3097",0.63,0.28,0.09,0.09,0.02,0.01,0.02,0.13,0.64,0.5,0.42,0.32,0.52,0.55,0.88,0.55,0.76,1.15,1.73,2.16,1.88,1.27,0.88,0.77
"3098",0.05,NA,0.01,0.01,NA,0.05,0.77,1.31,1.06,0.58,0.59,0.34,0.22,0.27,0.27,0.21,0.33,0.64,1.21,1.15,0.72,0.32,0.25,0.24
"3099",0.07,0.03,NA,NA,0.01,0.02,0.08,0.11,0.09,0.18,0.06,0.01,0.07,0.11,0.04,0.1,0.2,0.16,0.21,0.23,0.15,0.13,0.05,0.11
"3101",0.19,0.1,0.04,0.05,0.01,0.05,0.3,0.4,0.52,0.96,0.85,0.72,0.89,1.07,0.98,0.97,1.2,1.42,1.92,2.09,1.7,1.1,0.69,0.42
"3102",0.24,0.15,0.05,0.02,0.04,0.06,0.08,0.52,0.93,0.87,0.53,0.55,0.67,0.69,0.62,0.53,0.86,1.24,1.68,2.18,1.25,0.98,0.79,0.56
"3103",0.3,0.15,NA,0.03,0.01,0.02,0.02,0.15,1.09,3.04,0.85,0.66,0.53,0.77,0.79,0.73,0.8,1.21,1.64,1.83,1.35,0.82,0.72,0.32
"3104",0.51,0.29,0.05,0.04,0.02,0.11,0.56,1.89,3.54,3.53,2.17,2.34,2.47,2.5,2.56,2.97,3.09,4.14,4.57,4.88,3.37,2.2,1.91,1.26
"3105",0.06,0.04,0.02,NA,NA,NA,0.01,0.08,0.27,0.96,0.27,0.09,0.12,0.23,0.25,0.15,0.24,0.25,0.44,0.37,0.35,0.15,0.15,0.12
"3106",0.53,0.19,0.09,0.08,0.04,0.03,0.08,0.26,0.27,0.27,0.34,0.56,0.51,0.7,0.85,0.88,1.07,1.51,3.38,2.83,1.56,1.42,1.08,0.89
"3107",0.34,0.13,0.06,0.02,0.02,0.08,0.37,0.53,1.35,1.95,1.22,1.13,1.1,1.44,1.59,1.43,1.41,2.09,4.39,4.21,2.88,1.9,1.63,0.95
"3108",0.64,0.36,0.12,0.11,0.02,0.03,0.47,0.84,1.34,0.82,0.66,0.64,0.79,0.75,1.11,1.11,1.18,2.52,4.09,3.82,2.31,1.73,1.36,1.11
"3109",0.34,0.21,0.05,0.02,0.02,0.02,0.06,0.08,0.36,0.59,0.41,0.47,0.36,0.37,0.6,0.73,0.7,1.16,1.64,1.76,1.3,0.73,0.96,0.66
"3110",0.52,0.22,0.08,0.03,0.02,0.08,0.34,0.24,1.02,0.63,0.89,0.9,0.93,1,1.19,1.03,1.17,1.76,2.4,1.63,1.22,0.92,0.8,0.73
"3111",0.53,0.27,0.11,0.05,0.06,0.02,0.04,0.24,0.5,0.53,0.34,0.34,0.51,0.6,0.69,0.56,0.8,0.95,1.27,1.54,1.52,0.86,0.97,0.51
"3112",0.56,0.24,0.12,0.1,0.02,0.01,0.23,0.52,1.56,2.55,1.79,1.27,1.33,1.64,1.23,1.4,1.76,1.52,2.24,2.74,1.72,1.06,1.09,0.75
"3113",0.43,0.21,0.11,0.03,0.05,0.06,0.19,0.61,1.18,1.52,0.96,0.9,0.84,0.93,1.09,1.27,1.07,1.98,2.17,2.21,1.61,1.18,0.78,0.77
"3114",0.04,0.05,0.01,NA,NA,NA,0.16,0.88,3.27,0.58,0.24,0.24,0.18,0.21,0.26,0.16,0.25,0.16,0.29,0.34,0.17,0.09,0.08,0.05
"3115",0.37,0.18,0.07,0.02,0.01,0.01,0.03,0.21,0.96,0.82,0.6,0.53,0.64,0.79,1.01,0.82,0.92,1.86,3.02,2.05,1.64,1.61,1.2,0.58
"3116",0.21,0.08,0.02,0.04,0.02,NA,0.03,0.09,0.21,0.08,0.18,0.15,0.33,0.27,0.23,0.31,0.34,0.66,0.99,0.69,0.66,0.57,0.45,0.34
"3117",0.33,0.18,0.06,0.01,0.02,0.01,0.16,0.31,0.44,0.6,0.53,0.4,0.47,0.72,0.64,0.7,0.65,1.21,1.68,1.68,1.14,0.87,0.58,0.52
"3118",0.25,0.11,0.04,0.02,0.01,NA,0.19,0.24,0.49,0.41,0.43,0.52,0.53,0.39,0.61,0.66,0.95,1.14,1.76,1.87,1.28,0.87,1.01,0.5
"3119",0.21,0.05,0.06,0.02,0.05,0.27,1.13,2.89,7.81,3.86,2.28,1.31,1.52,1.53,1.26,1.74,1.58,2.11,2.5,1.92,1.44,0.94,0.69,0.5
"3120",0.14,0.06,0.05,0.02,0.05,0.02,0.02,0.21,0.45,0.43,0.26,0.24,0.54,0.47,0.24,0.64,0.6,1.11,1.24,0.97,0.71,0.58,0.49,0.28
"3121",0.11,0.05,0.01,0.01,NA,0.04,0.15,0.14,0.66,0.67,0.2,0.27,0.59,0.53,0.54,0.4,0.44,0.96,0.68,0.5,0.24,0.21,0.17,0.08
"3122",0.07,0.01,0.02,NA,NA,0.02,0.01,0.05,0.05,0.09,0.09,0.08,0.2,0.2,0.26,0.29,0.35,0.47,0.47,0.36,0.45,0.27,0.29,0.14
"3123",0.05,0.03,0.05,NA,NA,NA,0.02,0.37,0.7,0.66,0.34,0.14,0.25,0.21,0.2,0.28,0.29,0.42,0.48,0.38,0.24,0.23,0.17,0.13
"3124",0.33,0.08,0.06,0.02,0.02,0.03,0.09,0.2,0.44,0.66,0.63,0.69,1.2,1.22,1.54,1.95,2.14,3.66,4.44,2.78,1.89,1.65,1.02,0.52
"3125",0.07,0.06,0.04,0.02,0.01,0.02,0.35,0.82,1.43,1.21,0.64,0.47,0.46,0.47,0.51,0.55,0.62,0.79,1.26,1.32,0.68,0.63,0.45,0.21
"3126",0.28,0.07,0.06,0.05,0.03,0.02,0.09,0.77,2.83,1.63,0.82,0.58,0.75,0.94,0.82,0.85,0.85,0.95,1.79,1.2,1.02,0.88,0.61,0.31
"3127",0.08,0.04,0.01,0.01,0.02,0.01,0.04,0.45,0.79,0.75,0.46,0.2,0.34,0.21,0.37,0.28,0.25,0.24,0.46,0.39,0.32,0.22,0.18,0.14
