"sid","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"352",0.62,0.4,0.12,0.07,0.08,2.25,10.32,20.85,18.91,12.73,6.57,6.66,8.5,8.03,6.93,6.93,8.02,9.28,8.92,6.14,3.92,2.31,1.86,1.63
"353",0.19,0.19,0.08,0.09,0.05,0.11,0.27,0.68,1.44,1.63,1.08,0.76,0.69,0.95,1.04,1.06,1.15,1.27,2.08,1.77,1.34,0.96,0.77,0.52
"354",0.37,0.19,0.05,0.03,0.02,0.02,0.15,0.43,0.95,1.73,0.6,0.53,0.62,0.85,0.84,1.12,1.23,2.47,2.84,2.89,1.82,1.5,0.95,0.69
"355",1.06,0.72,0.41,0.29,0.15,0.08,0.48,1.53,7.67,8.95,5.47,4.84,5.93,6.28,5.73,5.18,4.98,6.59,7.99,6.95,5.6,3.54,2.89,1.99
"356",1.79,0.93,0.44,0.16,0.17,0.04,0.24,1.64,2.38,1.15,1.24,1.44,1.78,2.23,3.24,3.63,3.57,7.2,8.38,8.13,6.13,4.81,4.65,3.98
"357",0.63,0.27,0.16,0.01,0.02,0.6,0.65,2.79,7.15,11.5,6.2,4.7,5.21,4.6,5.04,4.82,5.31,6.91,7.54,6.21,3.73,2.37,1.69,1.21
"358",1.66,0.76,0.31,0.19,0.37,0.55,2.63,9.34,17.73,12.96,7.4,7.41,8.47,9.35,13.36,13.35,16.06,24.91,24.31,15.6,10.02,8,5,3.07
"359",0.16,0.11,0.04,0.24,0.52,2.53,19.47,45.9,47.01,22.39,6.9,4.84,6.87,6.55,5.84,6.12,11,17.39,9.87,4.24,1.73,1.02,0.63,0.29
"360",0.53,0.33,0.73,0.12,0.47,0.66,3.82,7.16,15.71,9.5,2.9,2.05,2.78,2.76,2.57,2.47,2.7,3.46,3.56,2.77,2.75,2.16,1.34,0.9
"361",1.89,1.08,0.42,0.3,0.11,0.25,1.34,2.18,4.7,5.6,4.21,4.47,5.08,5.63,5.56,6.08,7.04,10.48,11.06,11.43,8.91,6.89,4.53,3.85
"362",0.21,0.07,0.08,0.05,0.05,0.47,1.2,5.32,14.82,14.46,5.43,4.02,5.07,4.95,4.69,4.56,4.45,6.92,5.24,2.82,1.78,1.22,0.79,0.58
"363",1.09,0.53,0.22,0.16,0.2,0.16,1,3.34,7.25,8.14,4.78,3.89,5.37,5.25,5.89,5.34,7.16,12.57,13.66,10.19,7.88,5.3,3.85,2.21
"364",0.42,0.31,0.11,0.08,0.02,0.04,0.21,0.46,1.5,0.91,0.37,0.45,0.6,0.47,0.56,0.56,0.76,0.99,1.99,2.16,1.71,1.37,1.12,0.79
"365",0.37,0.3,0.2,0.12,0.05,0.01,0.02,0.24,1.06,0.5,0.51,0.47,0.57,0.66,0.72,0.85,0.96,1.71,2.68,2.93,2.35,1.63,1.31,0.84
"366",0.61,0.29,0.18,0.02,0.05,0.03,0.27,0.53,1.56,1.4,1.14,1.07,1.73,1.85,1.9,1.98,2.55,4.83,7.6,7.08,5.1,3.12,2.38,1.86
"367",0.81,0.18,0.05,0.05,0.06,0.77,4.25,15.81,13.69,4.99,2.83,2.8,3.85,4.41,3.33,3.3,3.61,3.87,4.34,2.07,1.61,0.92,0.74,0.79
"368",2.61,1.4,0.64,0.41,0.26,0.27,1.78,6.23,12.53,19.79,13.13,10.32,11.82,11.76,11.81,11.8,14.63,20.36,27.51,20.72,13.83,9.65,7.84,5.4
"369",0.92,0.56,0.24,0.1,0.08,0.12,1.02,3.38,3.34,2.77,3.43,3.78,4.06,4.56,4.68,5.34,5.49,9.4,12.17,9.47,6.78,4.35,2.99,1.92
"372",0.34,0.24,0.05,0.05,0.01,NA,0.03,0.44,0.14,0.18,0.34,0.5,0.47,0.61,0.61,0.64,0.5,0.63,1.05,0.98,0.53,0.63,0.66,0.69
"373",0.27,0.1,0.08,0.08,0.01,0.01,0.04,0.11,0.22,0.34,0.45,0.42,0.56,0.59,0.67,0.63,1.03,1.27,2.15,1.82,1.09,0.93,0.91,0.41
"375",0.94,0.71,0.34,0.21,0.09,0.54,4.05,6.14,14.27,18.85,11.2,7.75,9.49,10,9.89,10.31,10.46,14.32,19.09,14.14,8.66,5.46,2.91,2.14
"376",0.77,0.38,0.31,0.1,0.21,0.07,1.4,4.05,8.07,11.5,4.42,2.77,3.64,3.56,3.04,2.63,2.64,4.52,4.38,3.38,2.92,2.05,1.61,1.37
"377",0.5,0.65,0.33,0.12,0.2,0.65,1.37,3.73,16.28,18.63,3.81,2.87,4.29,4.37,4.23,3.48,3.47,4.38,5.71,3.73,2.79,1.34,1.23,0.79
"379",1.17,0.56,0.2,0.14,0.17,0.78,4.82,11.47,19.95,19.45,8.23,6.37,7.22,8.29,13.56,20.08,25.06,28.04,27.66,14.21,7.83,4.45,3.02,2.11
"380",2.68,1.33,0.45,0.26,0.12,0.08,0.76,2.97,5.98,4.23,4.38,5.25,7.85,8.75,9.41,9.63,11.67,18.19,21.21,13.46,9.34,7.63,6.27,5.32
"382",1.44,0.69,0.4,0.25,0.51,1.07,3.69,9.94,17.47,17.31,8.69,9.16,11.2,12.34,11.76,12.05,12.73,17.72,21.34,18.32,12.53,7.91,5.77,3.06
"383",1.4,0.53,0.22,0.08,0.09,0.37,2.31,2.76,4.6,3.88,3.96,4.11,5.44,5.73,7.01,7.55,7.71,13,16.05,12.75,8.57,5.45,4.73,2.92
"384",0.49,0.14,0.1,0.06,0.06,0.1,0.4,1.15,0.79,0.71,0.6,0.62,0.67,0.74,0.84,0.8,1.19,1.68,3.35,3.05,2.25,1.46,1.5,0.82
"385",0.66,0.33,0.12,0.11,0.06,0.95,1.46,4.15,8.42,7.3,4.17,3.09,3.52,3.47,3.1,3.59,4.72,8.18,8.99,6,4.32,2.44,2.1,1.31
"386",0.47,0.24,0.09,0.03,0.12,0.07,1.34,3.65,12.24,13.81,4.81,3.46,4.52,5.78,5.77,4.45,3.97,3.97,3.31,2.68,1.89,1.48,1.02,0.76
"387",1.08,0.55,0.27,0.14,0.07,0.95,2.9,8.97,16.43,15.25,8.55,9.92,11.48,12.47,13.32,16.43,15.51,17.11,13.31,8.25,6.07,3.92,3.11,2.13
"388",0.51,0.56,0.11,0.06,0.14,0.25,1.32,6.93,17.5,27.28,5.74,3.77,4.47,5.39,6.51,6.89,6.29,10.23,11.31,8.6,5.23,3.86,2.59,1.47
"389",0.61,0.26,0.16,0.05,0.01,0.02,0.18,0.4,1.06,1.27,1.08,1.11,1.71,1.63,1.67,1.54,1.82,2.84,4.28,4.87,3.46,2.5,1.67,1.31
"390",0.21,0.08,0.05,0.02,0.02,0.05,1.11,2.88,8.63,4.67,1.35,0.75,1.69,1.17,0.94,0.78,0.67,1.07,1.25,0.76,0.67,0.61,0.41,0.27
"391",0.86,0.57,0.29,0.05,0.4,0.08,0.97,1.73,3.76,2.44,1.05,1.45,1.76,2.14,1.95,2.11,2.16,3.48,5.16,4.5,3.39,2.63,1.72,1.17
"392",0.44,0.33,0.09,0.08,0.05,0.11,0.58,3.69,7.11,5.03,2.4,2.73,2.95,3.02,3.19,2.54,3.79,4.95,3.92,2.31,1.74,1.53,1.02,0.62
"393",0.92,0.5,0.24,0.22,0.08,0.08,0.22,2.32,1.6,1.06,1.13,1.37,1.88,2.15,2.55,3.02,3.82,7.69,13.32,8.89,3.71,2.51,1.8,1.46
"394",1.05,0.38,0.21,0.13,0.08,0.34,0.76,2.21,2.24,2.35,2.13,2.45,3.17,3.43,4.1,5.58,6.31,11,12.88,6.23,3.79,2.56,2.04,1.84
"395",0.28,0.19,0.08,0.05,0.03,0.11,0.56,0.89,0.83,0.95,0.83,0.95,0.72,0.79,1.08,0.95,0.98,2.08,4.03,3.1,1.78,1.19,0.7,0.47
"396",0.45,0.23,0.11,0.05,0.02,0.01,0.05,0.48,1.59,1.24,0.56,0.57,0.56,0.83,0.76,0.89,1.21,1.87,2.83,2.82,1.75,1.24,1.05,0.97
"397",0.34,0.15,0.09,0.08,0.08,0.08,0.09,0.32,0.63,0.58,0.33,0.44,0.65,0.71,0.6,0.67,0.79,1.69,2.84,2.17,2.03,1.59,1.06,0.95
"398",0.5,0.23,0.06,0.03,0.04,0.16,0.08,0.2,0.53,0.55,0.77,1.1,1.59,1.6,1.89,2.11,2.5,3.32,4.85,4.04,3.18,2.02,1.58,0.81
"399",0.47,0.23,0.11,0.05,0.03,0.01,0.02,0.24,0.53,1.02,0.89,0.76,0.73,1.02,0.85,0.95,0.82,1.35,1.31,1.56,1.08,0.91,0.8,0.65
"400",0.29,0.14,0.12,0.05,0.07,0.02,0.24,1.86,1.29,0.79,0.44,0.78,1.08,1.05,1.6,1.36,1.67,2.9,3.54,3.99,3.16,1.71,0.91,0.59
"401",1.95,1.15,0.51,0.39,0.17,0.16,0.55,3.29,4.6,3.97,4.69,5.13,5.43,6.7,6.29,6.58,7.57,13.44,18.89,16.18,10.07,6.47,5.61,3.95
"402",0.98,0.27,0.29,0.13,0.05,0.66,10.21,14.42,33.24,16.82,10.94,11.24,13.95,15.28,13.95,14.29,16.49,21.86,23.25,14.93,8.15,4.64,2.92,1.82
"403",1.66,0.89,0.52,0.19,0.08,0.21,1,3,6.02,4.32,4.15,3.77,4.6,5.91,5.48,7.75,7.92,12.08,12.88,8.17,5.51,4.13,3.4,2.72
"404",0.5,0.18,0.12,0.09,0.02,0.26,0.48,1.57,5.02,5.75,2.58,1.92,2.79,2.35,2.8,3.34,3.24,4.72,6.36,5.63,3.27,1.89,1.46,1.08
"405",1.12,0.59,0.22,0.2,0.05,0.18,1.19,2.34,7.3,14.02,10.94,9.45,11.58,11.33,10.46,11.15,11.5,16.08,18.97,13.93,9.11,6.27,4.49,3.14
"406",0.38,0.05,0.05,0.05,NA,0.02,0.19,0.89,0.92,0.85,0.71,1.03,1.39,1.35,1.51,1.51,2.14,3.27,5.45,4.52,3.16,2.02,1.36,0.79
"407",0.18,0.03,0.05,0.01,NA,NA,0.07,0.2,0.56,0.3,0.24,0.18,0.29,0.35,0.25,0.52,0.57,0.56,0.92,0.48,0.33,0.23,0.21,0.18
"408",0.45,0.24,0.12,0.06,0.05,0.1,0.14,0.55,0.85,1.25,1.42,0.97,1.16,2.06,2.05,1.95,2.97,7.1,5.4,4.5,3.69,2.87,1.6,1.27
"409",0.35,0.12,0.08,0.03,0.02,0.03,0.07,0.08,0.5,0.44,0.37,0.43,0.43,0.56,0.51,0.54,0.58,0.92,1.7,1.81,1.44,0.89,0.69,0.51
"410",1.83,0.79,0.53,0.21,0.13,0.15,1.11,2.94,4.79,3.72,5.08,5.18,5.97,5.37,6.15,6.22,8.52,12.26,18.58,14.34,8.35,5.33,4.4,3.31
"411",0.62,0.57,0.14,0.22,0.34,0.15,0.37,1.28,1.02,0.83,0.81,1.18,1.51,1.66,2.05,2.87,2.85,4.55,7.44,6.65,4.56,2.6,1.7,1.34
"412",1.21,0.76,0.44,0.61,0.24,0.14,0.71,3.67,2.97,3.91,3.4,3.6,4.59,4.14,4.77,5.07,5.44,7.84,8.31,6.45,4.53,3.58,3.08,2.18
"414",0.27,0.06,0.05,0.02,0.02,0.02,0.12,0.69,4.28,8.09,2.98,1.52,1.98,1.95,1.76,1.8,1.92,2.32,2.61,1.98,1.19,0.87,0.92,0.45
"415",0.83,0.31,0.15,0.08,0.02,0.15,1.87,4.34,16.92,26,11.42,4.59,4.01,3.57,3.1,2.63,2.82,3.9,5.55,5.71,4.04,3.11,2.34,1.5
"416",0.34,0.15,0.06,0.03,0.02,0.05,0.13,0.79,1.27,0.83,0.4,0.54,0.69,0.63,0.66,1.1,1.21,2.63,3.69,3.18,2.4,1.53,1.11,0.79
"417",1.14,0.4,0.27,0.15,0.11,1.93,8.32,11.79,30.22,24.69,10.46,6.26,7.22,6.4,7.19,8.42,13.47,24.61,22.12,12.92,7.59,5.02,3.18,1.96
"418",0.19,0.08,0.02,0.06,0.04,0.02,0.16,1.22,1.81,4.34,1.77,0.92,0.97,0.9,0.94,0.95,0.94,0.92,1.6,1.66,1.56,0.81,0.71,0.53
"419",0.53,0.15,0.06,0.05,0.02,NA,0.47,0.57,0.27,0.25,0.23,0.24,0.27,0.4,0.47,0.38,0.85,1.53,1.92,1.69,1.29,1.33,0.9,1.18
"420",0.31,0.11,0.07,0.12,0.02,0.02,0.02,0.24,0.5,0.3,0.25,0.37,0.4,0.32,0.37,0.62,0.75,2.43,2.56,2.21,1.95,1.12,0.98,0.63
"421",0.34,0.15,0.1,0.03,NA,0.03,0.04,0.8,0.24,0.21,0.2,0.25,0.43,0.43,0.34,0.59,0.76,1.37,2.1,2,1.35,1.03,0.82,0.77
"422",0.74,0.33,0.09,0.11,0.21,1.16,6.02,3.53,2.76,2.87,1.79,1.91,1.83,2.27,2.49,2.57,3.34,7.08,9.4,8.27,6.1,3.5,2.84,1.42
"423",0.92,0.37,0.18,0.1,0.06,0.08,0.77,1.09,3.42,2.74,2.02,2.11,2.96,2.86,2.73,3.23,4.03,7.11,7.83,6.88,4.98,3.51,2.49,1.47
"426",1.53,0.71,0.32,0.08,0.12,1.3,9.78,19.01,30.18,15.15,8.14,9.26,12.56,11.69,14.51,14.6,17.97,26.44,30.67,23.82,14.66,9.04,5.98,3.82
"427",0.32,0.2,0.1,0.11,0.04,0.06,0.66,5.85,16.56,16.41,3.05,2.68,3.26,3.11,3.77,4.63,4.74,6.44,4.89,2.69,1.53,0.92,0.73,0.4
"428",2.08,1.05,0.44,0.29,0.14,0.18,1.62,3.87,6.66,3.23,3.35,3.35,4.24,4.77,6.09,7.52,9.08,14.76,18.59,11.8,7.52,5.37,4.46,3.49
"430",0.52,0.17,0.11,0.09,0.2,0.29,1.53,3.31,9.37,12.35,4.89,3.26,3.6,3.57,3.04,2.86,2.8,4.87,4.93,4.53,2.98,1.72,0.98,0.72
"431",0.07,0.06,0.01,NA,0.01,0.01,0.06,0.21,0.59,1.47,0.49,0.42,0.45,0.47,0.39,0.27,0.33,0.44,0.66,0.82,0.55,0.31,0.3,0.18
"432",3.41,1.63,0.9,0.49,0.3,0.21,0.39,1.12,2.69,2.24,2.26,3.27,4.18,4.83,5.19,6.45,7.92,13.18,20.67,36.25,29.12,19.47,13.31,7.56
"433",2.27,1.06,0.63,0.34,0.16,0.24,0.47,2.46,3.49,2.54,2.56,3.85,4.56,4.85,5.52,6.48,7.94,13.87,20.16,14.4,9.87,7.27,5.79,3.62
"434",1.39,0.66,0.38,0.15,0.08,0.17,1.57,5.76,15.3,19.83,7.39,5.34,5.56,4.6,4.61,5.38,5.65,8.57,13.4,9.79,6.22,4.45,4.17,3.05
"435",1.02,0.53,0.37,0.08,0.79,3.26,6.27,11.82,33.89,33.89,15.23,13.46,16.47,17.4,18.05,17.25,19.59,26.95,29.02,20.56,14.2,9.36,4.35,2.79
"436",0.28,0.09,0.04,0.02,0.02,0.02,0.02,0.08,0.18,0.11,0.19,0.21,0.33,0.29,0.39,0.33,0.28,0.69,0.96,1.23,1.12,0.91,0.74,0.51
"437",0.63,0.36,0.12,0.08,0.01,0.19,0.53,1.14,3.08,2.38,1.43,0.85,0.85,1.06,1.18,0.93,0.85,1.18,1.5,1.82,1.65,1.18,1.09,0.89
"438",2.14,0.98,0.45,0.27,0.27,0.24,0.44,1.25,1.84,2.54,2.96,3.82,5.05,6.09,6.26,6.81,7.78,13.33,15.01,9.72,6.31,5.02,4.53,3.79
"439",2.5,1.16,0.5,0.24,0.24,0.68,1.52,2.85,4.03,4.31,4.31,4,5.67,5.99,6.12,7.31,9.08,15.46,17.75,10.34,6.11,5.31,4.7,3.52
"440",0.61,0.34,0.05,0.05,0.08,1.16,6.08,15.05,14.81,8.14,3.82,3.28,4.85,5.32,4.89,4.85,5.06,7.18,6.67,5.01,2.86,1.92,1.24,0.92
"441",1.15,0.47,0.18,0.1,0.05,0.12,1.39,1.85,7.65,9.27,4.31,3.37,4.46,3.67,2.91,3.12,4.82,8.21,7.5,6.22,4.38,3.52,2.85,2.01
"442",0.99,0.37,0.3,0.16,0.13,0.49,2.76,7.37,23.56,30.97,16.08,10.02,10.96,10.9,10.34,10.58,11.15,15.52,15.92,10.04,5.5,3.07,2.61,1.59
"443",0.11,0.06,0.02,0.02,NA,NA,0.02,0.11,0.3,0.28,0.15,0.43,0.46,0.34,0.47,0.52,0.4,0.42,0.51,0.76,0.8,0.66,0.62,0.47
"444",0.71,0.25,0.19,0.18,0.67,1.53,4.85,12.32,35.56,14.2,8.04,8.77,13.42,14.37,15.3,15.21,14.44,19.71,19.24,12.48,7.5,4.01,2.89,1.24
"445",2.64,1.33,0.81,0.42,0.24,0.37,1.02,2.76,4.57,4.02,4.48,4.31,5.82,6.75,7.91,9.22,10.77,18.34,24.36,15.98,12.24,9.12,6.93,5.05
"446",1.43,0.8,0.4,0.26,0.21,0.63,3.63,6.09,11.61,17.21,14.13,9.73,10.44,10.45,10.96,11.02,11.74,19.92,21.69,16.34,10.76,8,6.74,2.63
"447",1.45,0.62,0.34,0.15,0.15,0.79,4.19,5.52,9.13,11.15,6.39,5.52,6.09,5.83,5.5,5.95,6.97,9.71,13.54,9.93,6.6,4.95,4.28,2.61
"448",1.3,0.58,0.31,0.16,0.11,0.24,1.55,4.29,7.33,9.34,3.44,2.96,4.11,4.35,4.22,4.56,6.17,14.08,18.75,14.76,8.54,6.21,3.82,2.32
"449",1.37,0.81,0.5,0.21,0.43,0.05,0.4,1.33,1.88,2.75,2.11,2.76,3.89,3.6,3.55,3.74,5.23,8.31,9.51,7.88,5.7,4.41,3.65,2.53
"450",1.69,0.85,0.67,0.37,0.17,0.66,5.38,8.76,12.39,12.29,4.08,2.99,4.67,4.74,4.39,4.82,6.34,9.71,12.3,11.21,7.3,5.77,4.58,2.98
"453",1.75,0.83,0.4,0.15,0.15,0.63,1.77,3.05,7.67,6.51,5.84,6.23,7.3,8.14,8.81,9.16,11.53,17.73,19.46,12.69,8.08,6.85,5.75,3.6
"454",0.64,0.24,0.15,0.04,0.05,0.08,0.34,1.45,4.31,5.17,3.41,2.19,2.79,1.99,2.63,3.11,4.1,6.56,7.39,4.73,3.3,2.71,2.46,1.45
"455",0.51,0.19,0.28,0.08,0.08,0.64,3.63,5.21,25.33,17.94,3.98,2.44,3.4,4,4.41,4.34,4.74,5.01,5.16,4.4,2.47,2.08,1.74,1.21
"456",0.17,0.05,0.05,0.02,0.94,0.76,11,15.79,7.12,4.44,3.46,3.53,5.14,5.85,5.38,4.59,4.14,3.82,2.85,1.51,0.69,0.42,0.27,0.2
"457",0.74,0.52,0.23,0.14,0.04,0.67,4.05,5.17,17.87,14.21,7.79,8.05,8.92,8.89,9.37,9.08,10.93,14.27,14.89,8.77,5.66,3.77,2.62,1.68
"458",1.03,0.89,0.31,0.14,0.32,1.53,7.78,8.63,26.02,15.26,7.16,5.91,7.81,9.24,9.47,9.27,8.93,11.68,15.21,11.21,7.88,4.84,4.15,2.6
"459",0.65,0.23,0.15,0.09,0.49,4.98,10.05,11.27,17.66,23.63,8.63,8.33,9.1,9.53,10.37,11.77,12.63,22.21,29.53,18.85,12.44,7.69,3.69,1.72
"460",0.55,0.23,0.06,0.02,NA,0.05,0.51,1.05,2.11,2.56,1.34,0.94,0.98,1.34,1.56,1.6,1.6,3.03,5.32,5.31,2.87,1.91,1.84,1.12
"461",1.55,0.79,0.45,0.32,0.37,1,4.14,7.36,9.22,7.21,4.47,4.96,5.21,5.65,8.57,7.44,9.8,18.05,21.81,15.65,9.86,6.5,4.87,3.85
"462",1.69,0.79,0.28,0.12,0.11,0.84,1.95,3.8,6.47,15.02,15.36,9.08,9.27,9.05,10.05,11.04,10.82,16.5,22.24,16.14,10.08,7.42,5.43,3.22
"463",1.56,0.6,0.2,0.11,0.44,0.47,2.56,7.34,13.54,8.25,5.04,5.76,8.1,9.13,9.44,10.21,11.35,14.96,18.63,13.78,8.47,4.85,3.66,3.09
"464",0.23,0.04,0.08,0.06,0.05,0.1,0.53,1.16,2.79,2.61,1.1,0.82,0.92,0.8,0.77,0.6,0.67,1.31,1.34,1.12,0.92,0.55,0.42,0.24
"465",0.98,0.6,0.29,0.2,0.06,2.32,3.41,9.08,25.37,23.59,10.61,7,7.5,6.32,6.01,6.08,7.4,10.5,11.8,5.89,3.4,2.87,1.67,1.21
"466",1.25,0.37,0.19,0.16,0.21,1.59,2.19,4.02,18.25,29.47,8.01,6.95,7.83,7.98,7.58,7.43,8.56,12.75,14.63,10.21,6.97,3.66,3.03,1.9
"467",0.57,0.47,0.31,0.1,0.04,0.18,0.52,1.19,1.66,1.37,1.01,1.15,1.41,1.69,1.89,2.12,2.59,5.15,8.91,7.15,3.27,2.35,1.72,1.14
"468",0.72,0.33,0.15,0.15,0.16,0.41,4.59,10.1,21.03,17.24,7.08,6.38,6.84,6.44,6.24,5.37,5.69,7.4,8.55,6.02,4.02,2.89,2.13,1.57
"469",0.5,0.22,0.11,0.07,0.1,0.57,4.18,6.72,17.68,15.63,5.95,3.81,4,4.52,4.13,4.34,3.6,5.5,4.26,2.89,2.18,1.52,1.27,0.93
"470",1.69,0.83,0.52,0.34,0.12,0.45,1.29,3.34,4.52,4.01,4.04,4.8,6.11,6.4,5.73,6.66,8.28,14.5,17.09,12.92,8.37,6.15,4.6,3.08
"471",0.85,0.28,0.23,0.11,0.02,0.02,0.23,1.03,1.27,1.02,0.89,0.82,1.05,1.56,1.47,1.85,1.8,2.77,4.43,4.98,3.68,2.21,1.56,1.34
"472",1.28,0.51,0.14,0.09,0.06,1.42,7.52,13.49,27.5,29.96,12.09,8.72,10.24,9.99,9.85,8.64,9.24,14.73,14.11,9.01,5.15,3.98,3.15,1.95
"473",1.25,0.58,0.3,0.19,0.03,0.08,0.45,1.04,2.39,3.49,3.81,3.47,3.8,3.52,3.57,3.95,4.69,6.18,8.79,7.88,6.34,4.59,2.63,2.21
"474",1.18,0.66,0.29,0.15,0.07,1.58,2.45,7.96,23.31,24.71,8.74,7.02,8.6,8.69,8.45,8.66,9.34,11.83,11.64,7.99,4.21,2.83,2.47,1.6
"475",0.88,0.63,0.3,0.18,0.1,0.1,4.93,10.89,14.43,13.16,6.92,4.77,5.81,5.33,4.98,5.31,6.42,10.49,13.96,11.33,7.78,5.5,3.4,2.15
"476",1.74,0.99,0.4,0.15,0.12,0.36,1.18,2.89,7.11,6.87,4.66,4.95,5.05,5.21,5.11,6.29,7.6,14.75,15.56,12.91,9.11,6.86,5.72,3.52
"477",2.85,1.69,0.47,0.27,0.15,0.3,3.58,6.79,12.95,17.15,10.03,6.44,6.82,9.56,18.73,23.5,37.86,46.95,33.25,19.07,10.79,8.57,7.61,5.7
"478",1.39,0.69,0.3,0.46,0.63,0.55,3.56,4.56,4.14,4.06,3.16,3.89,4.2,5.58,5.29,6.79,8.41,15.98,19.58,12.82,7.31,4.27,3.04,2.12
"479",2.95,1.22,0.94,0.63,0.36,0.48,1.63,3.15,5.86,6.21,4.64,4.79,6.72,7.38,6.99,8,11.17,17.53,18.34,14.73,10.14,9.4,7.98,5.56
"480",1.2,0.6,0.17,0.15,0.12,0.33,3.4,6.73,3.5,2.81,1.83,3.01,3.6,3.44,4.04,5.73,6.33,11.82,13.37,10.82,6.87,4.14,2.95,1.74
"481",0.43,0.22,0.13,0.05,0.05,0.03,0.11,0.32,0.68,1.44,0.95,0.92,1.04,1.31,1.18,1.26,1.69,2.05,3.73,3.81,2.61,1.94,1.32,1.02
"482",1.58,0.77,0.38,0.39,0.15,0.29,1.44,4.4,7.47,8.84,8.31,5.56,6.61,7.08,8.61,9.23,9.08,13.74,17.26,13.46,9.51,6.73,5.49,3.64
"483",1.92,1.07,0.5,0.22,0.14,0.31,2.52,3.56,7.18,6.66,5.45,6.18,9.29,9.01,9.06,9.49,10.47,16.51,22.57,15.01,10.13,7.47,5.36,3.65
"484",0.15,0.13,0.05,0.05,0.07,1.34,12.35,20.4,19.05,9.94,5.52,5.42,8.07,7.95,7.81,6.56,8.68,11.86,8.4,4.51,1.95,0.96,0.57,0.41
"485",0.42,0.26,0.11,0.08,0.2,2.06,4.83,5.08,14.46,12.45,6.45,6.82,8.08,7.2,6.82,7.08,7.69,9.19,9.65,6.41,3.14,2.28,1.51,1.28
"486",0.99,0.46,0.22,0.1,0.05,2.41,1.94,5,17.02,28.27,16.24,9.47,9.74,9.3,7.74,7.82,8.31,13.59,12.95,8.11,4.38,2.96,2.18,1.95
"487",1.67,0.77,0.47,0.24,0.15,0.27,1.63,2.87,3.22,2.02,2.41,3,4.29,4.73,5.56,8,10.37,17.89,16.69,11.05,10.76,8.32,5.74,3.82
"488",2.05,0.98,0.36,0.26,0.18,0.2,3.02,3.76,6.27,10.86,7.27,5.79,5.92,6.41,11.62,14.29,18.56,23.57,19.45,12.05,7.27,5.18,4.4,3.79
"489",2.18,1.19,0.31,0.24,0.18,0.66,5.51,3.21,6.95,22.7,13.28,6.06,5.59,5.4,5.74,7.01,6.94,10.99,16.07,11.71,8.84,6.34,5.1,5.04
"490",2.56,0.95,0.46,0.29,0.96,0.7,5.32,9.7,17.81,14.57,7.9,6.1,7.25,9.09,11.5,19.96,28.67,34.65,25.31,16.6,8.21,5.47,5.35,2.9
"491",0.89,0.27,0.12,0.05,0.15,2.18,14.39,26.7,15.5,8.39,4.9,4.73,7.6,8.29,7.63,6.57,6.24,7.69,8.49,5.69,3.49,2.6,2.34,1.98
"492",1.53,0.63,0.6,0.18,0.69,0.49,2.87,6.21,10.66,9.83,5.29,5.01,6.49,10.37,16.98,18.82,36.91,39.98,26.14,12.98,7.1,4.44,3.47,3.31
"493",0.35,0.24,0.14,0.11,0.18,2.4,2.75,10.63,19.02,6.21,3.85,4.4,6.6,7.29,6.43,5.93,5.77,6.34,6.44,4.15,1.83,1.21,1.15,0.61
"494",1.89,0.85,0.4,0.3,0.09,1.18,2.5,7.47,12.23,11.82,7.52,7.73,7.99,8.69,8.59,10.34,11.24,19.09,20.7,14.08,9.69,7.59,5.84,3.82
"495",1.11,0.34,0.31,0.27,0.43,0.32,2.19,3.63,3.42,4.5,2.67,3.11,4.07,4.48,5.17,5.5,7.3,14.28,15.33,11.39,7.57,4.66,3.08,2.21
"496",0.65,0.36,0.18,0.05,0.1,0.57,1.61,7.21,19.73,24.22,8.21,6.83,8.4,10.01,9.35,10.25,10.92,16.03,16.9,11.36,5.51,3.21,2.56,1.24
"497",1.28,0.91,0.28,0.11,0.44,1.97,5.89,17.15,37.95,23.29,13.86,13.63,15.82,18.14,18.27,18.7,20.28,27.85,31.34,20.27,12.18,7.02,4.12,2.44
"498",1.31,1.45,0.22,0.14,0.25,0.95,0.89,4.66,12.11,9.21,6.6,5.4,6.4,6.79,5.71,7.05,12.12,26.99,23.53,13.53,6.98,3.65,3.14,2.37
"499",1.21,0.89,0.4,0.43,0.08,1.63,3.5,5.41,11.03,10.33,8.37,9.9,11.95,12.66,13.58,13.43,15.44,19.74,19.85,14.53,8.86,5.54,3.76,2.25
"500",0.3,0.26,0.14,0.04,0.08,0.49,6.08,16.05,28.02,15.37,5.15,3.6,4.18,4.65,4.39,3.57,4.21,6.69,4.73,3.14,1.93,1.24,1.03,0.92
"501",0.53,0.27,0.08,0.06,0.05,0.03,0.89,3.62,5.13,2.76,2.21,2.89,2.92,4.18,6.08,6.37,18.57,23.97,14.09,8.7,3.53,2.65,1.55,1.06
"502",0.67,0.34,0.16,0.11,0.04,0.06,0.98,1.85,2.3,2.87,2.18,2.47,2.72,3.05,3.88,5.32,6.25,12.28,13.11,6.89,4.42,2.96,2.97,1.67
"503",1.56,0.68,0.34,0.16,0.11,1,5.56,10.58,23.31,15.71,7.19,5.64,7.53,6.92,7.57,7.33,8.31,11.79,15.61,10.12,6.1,4.61,3.24,2.3
